Person,Date of birth,Birthplace,Country of birth,Award,Edition,Movie,Year of award,Bio NNDB,Bio IMDb,Bio Wikipedia,imdbID,movieID,movie_IMDB_Link,,Birth Year,Age When Award
Joe Pesci,1943/2/9,Newark,United States of America,Best Supporting Actor,63rd Academy Awards,Goodfellas,1990,https://www.nndb.com/people/582/000022516,https://www.imdb.com/name/nm0000582,https://en.wikipedia.org/wiki/Joe_Pesci,nm0000582,tt0099685,https://www.imdb.com/title/tt0099685/,,1943,47
John Barry,1933/11/3,York,United Kingdom,Best Original Score,63rd Academy Awards,Dances with Wolves,1990,https://www.nndb.com/people/609/000031516,https://www.imdb.com/name/nm0000290,https://en.wikipedia.org/wiki/John_Barry_(composer),nm0000290,tt0099348,https://www.imdb.com/title/tt0099348/,,1933,57
Daniel Day-Lewis,1957/4/29,London,United Kingdom,Best Actor,62nd Academy Awards,My Left Foot,1989,https://www.nndb.com/people/788/000022722,https://www.imdb.com/name/nm0000358,https://en.wikipedia.org/wiki/Daniel_Day-Lewis,nm0000358,tt0097937,https://www.imdb.com/title/tt0097937/,,1957,32
Charles Guggenheim,1924/3/31,Cincinnati,United States of America,Best Documentary (Short Subject),62nd Academy Awards,The Johnstown Flood,1989,,https://www.imdb.com/name/nm0346549,https://en.wikipedia.org/wiki/Charles_Guggenheim,nm0346549,tt0097628,https://www.imdb.com/title/tt0097628/,,1924,65
Denzel Washington,1954/12/28,Mount Vernon,United States of America,Best Supporting Actor,62nd Academy Awards,Glory,1989,https://www.nndb.com/people/665/000023596,https://www.imdb.com/name/nm0000243,https://en.wikipedia.org/wiki/Denzel_Washington,nm0000243,tt0097441,https://www.imdb.com/title/tt0097441/,,1954,35
Dustin Hoffman,1937/8/8,Los Angeles,United States of America,Best Actor,61st Academy Awards,Rain Man,1989,https://www.nndb.com/people/882/000022816,https://www.imdb.com/name/nm0000163,https://en.wikipedia.org/wiki/Dustin_Hoffman,nm0000163,tt0095953,https://www.imdb.com/title/tt0095953/,,1937,52
Ken Ralston,1954/1/1,,,Best Visual Effects,61st Academy Awards,Who Framed Roger Rabbit,1989,,https://www.imdb.com/name/nm0707822,https://en.wikipedia.org/wiki/Ken_Ralston,nm0707822,tt0096438,https://www.imdb.com/title/tt0096438/,,1954,35
Oliver Stone,1946/9/15,New York City,United States of America,Best Director,62nd Academy Awards,Born on the Fourth of July,1989,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0096969,https://www.imdb.com/title/tt0096969/,,1946,43
Kevin Kline,1947/10/24,St. Louis,United States of America,Best Supporting Actor,61st Academy Awards,A Fish Called Wanda,1988,https://www.nndb.com/people/819/000024747,https://www.imdb.com/name/nm0000177,https://en.wikipedia.org/wiki/Kevin_Kline,nm0000177,tt0095159,https://www.imdb.com/title/tt0095159/,,1947,41
Jodie Foster,1962/11/19,Los Angeles,United States of America,Best Actress,61st Academy Awards,The Accused,1988,https://www.nndb.com/people/756/000023687,https://www.imdb.com/name/nm0000149,https://en.wikipedia.org/wiki/Jodie_Foster,nm0000149,tt0094608,https://www.imdb.com/title/tt0094608/,,1962,26
Dave Grusin,1934/6/26,Littleton,United States of America,Best Original Score,61st Academy Awards,The Milagro Beanfield War,1988,,https://www.imdb.com/name/nm0006115,https://en.wikipedia.org/wiki/Dave_Grusin,nm0006115,tt0095638,https://www.imdb.com/title/tt0095638/,,1934,54
Sean Connery,1930/8/25,Edinburgh,United Kingdom,Best Supporting Actor,60th Academy Awards,The Untouchables,1988,https://www.nndb.com/people/881/000022815,https://www.imdb.com/name/nm0000125,https://en.wikipedia.org/wiki/Sean_Connery,nm0000125,tt0094226,https://www.imdb.com/title/tt0094226/,,1930,58
Charles L. Campbell,1930/8/17,,,Best Sound Editing,61st Academy Awards,Who Framed Roger Rabbit,1988,,https://www.imdb.com/name/nm0132287,https://en.wikipedia.org/wiki/Charles_L._Campbell,nm0132287,tt0096438,https://www.imdb.com/title/tt0096438/,,1930,58
Bernardo Bertolucci,1941/3/16,Parma,Italy,"Best Writing, Adapted Screenplay",60th Academy Awards,The Last Emperor,1987,https://www.nndb.com/people/268/000024196,https://www.imdb.com/name/nm0000934,https://en.wikipedia.org/wiki/Bernardo_Bertolucci,nm0000934,tt0091235,https://www.imdb.com/title/tt0091235/,,1941,46
Bernardo Bertolucci,1941/3/16,Parma,Italy,Best Director,60th Academy Awards,The Last Emperor,1987,https://www.nndb.com/people/268/000024196,https://www.imdb.com/name/nm0000934,https://en.wikipedia.org/wiki/Bernardo_Bertolucci,nm0000934,tt0091235,https://www.imdb.com/title/tt0091235/,,1941,46
Ruth Prawer Jhabvala,1927/5/7,Cologne,Germany,"Best Writing, Adapted Screenplay",59th Academy Awards,A Room with a View,1987,https://www.nndb.com/people/247/000104932,https://www.imdb.com/name/nm0695609,https://en.wikipedia.org/wiki/Ruth_Prawer_Jhabvala,nm0695609,tt0091867,https://www.imdb.com/title/tt0091867/,,1927,60
Dianne Wiest,1948/3/28,Kansas City,United States of America,Best Supporting Actress,59th Academy Awards,Hannah and Her Sisters,1986,https://www.nndb.com/people/894/000024822,https://www.imdb.com/name/nm0001848,https://en.wikipedia.org/wiki/Dianne_Wiest,nm0001848,tt0091167,https://www.imdb.com/title/tt0091167/,,1948,38
Michael Caine,1933/3/14,Rotherhithe,United Kingdom,Best Supporting Actor,59th Academy Awards,Hannah and Her Sisters,1986,https://www.nndb.com/people/754/000022688,https://www.imdb.com/name/nm0000323,https://en.wikipedia.org/wiki/Michael_Caine,nm0000323,tt0091167,https://www.imdb.com/title/tt0091167/,,1933,53
Herbie Hancock,1940/4/12,Chicago,United States of America,Best Original Score,59th Academy Awards,Round Midnight,1986,https://www.nndb.com/people/181/000024109,https://www.imdb.com/name/nm0359372,https://en.wikipedia.org/wiki/Herbie_Hancock,nm0359372,tt0090557,https://www.imdb.com/title/tt0090557/,,1940,46
Claire Simpson,2000/1/1,,,Best Film Editing,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0800943,https://en.wikipedia.org/wiki/Claire_Simpson,nm0800943,tt0091763,https://www.imdb.com/title/tt0091763/,,2000,-14
Oliver Stone,1946/9/15,New York City,United States of America,Best Director,59th Academy Awards,Platoon,1986,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0091763,https://www.imdb.com/title/tt0091763/,,1946,40
Arnold Kopelson,1935/2/14,New York City,United States of America,Best Picture,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0465745,https://en.wikipedia.org/wiki/Arnold_Kopelson,nm0465745,tt0091763,https://www.imdb.com/title/tt0091763/,,1935,51
Ken Ralston,1954/1/1,,,Best Visual Effects,58th Academy Awards,Cocoon,1986,,https://www.imdb.com/name/nm0707822,https://en.wikipedia.org/wiki/Ken_Ralston,nm0707822,tt0088933,https://www.imdb.com/title/tt0088933/,,1954,32
Sydney Pollack,1934/7/1,New York City,United States of America,Best Director,58th Academy Awards,Out of Africa,1986,https://www.nndb.com/people/772/000023703,https://www.imdb.com/name/nm0001628,https://en.wikipedia.org/wiki/Sydney_Pollack,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/,,1934,52
Sydney Pollack,1934/7/1,New York City,United States of America,Best Picture,58th Academy Awards,Out of Africa,1986,https://www.nndb.com/people/772/000023703,https://www.imdb.com/name/nm0001628,https://en.wikipedia.org/wiki/Sydney_Pollack,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/,,1934,52
Chris Menges,1940/9/15,Kington,United Kingdom,Best Cinematography,59th Academy Awards,The Mission,1986,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0511124,https://www.imdb.com/title/tt0511124/,,1940,46
Paul Newman,1925/1/26,Shaker Heights,United States of America,Best Actor,59th Academy Awards,The Color of Money,1986,https://www.nndb.com/people/804/000022738,https://www.imdb.com/name/nm0000056,https://en.wikipedia.org/wiki/Paul_Newman,nm0000056,tt0090863,https://www.imdb.com/title/tt0090863/,,1925,61
Jim Clark,1931/5/24,Boston,United Kingdom,Best Film Editing,57th Academy Awards,The Killing Fields,1985,,https://www.imdb.com/name/nm0164083,https://en.wikipedia.org/wiki/Jim_Clark_(film_editor),nm0164083,tt0087553,https://www.imdb.com/title/tt0087553/,,1931,54
Charles L. Campbell,1930/8/17,,,Best Sound Editing,58th Academy Awards,Back to the Future,1985,,https://www.imdb.com/name/nm0132287,https://en.wikipedia.org/wiki/Charles_L._Campbell,nm0132287,tt0088763,https://www.imdb.com/title/tt0088763/,,1930,55
William Hurt,1950/3/20,"Washington, D.C.",United States of America,Best Actor,58th Academy Awards,Kiss of the Spider Woman,1985,https://www.nndb.com/people/683/000023614,https://www.imdb.com/name/nm0000458,https://en.wikipedia.org/wiki/William_Hurt,nm0000458,tt0089424,https://www.imdb.com/title/tt0089424/,,1950,35
John Barry,1933/11/3,York,United Kingdom,Best Original Score,58th Academy Awards,Out of Africa,1985,https://www.nndb.com/people/609/000031516,https://www.imdb.com/name/nm0000290,https://en.wikipedia.org/wiki/John_Barry_(composer),nm0000290,tt0089755,https://www.imdb.com/title/tt0089755/,,1933,52
Ralph McQuarrie,1929/6/13,Gary,United States of America,Best Visual Effects,58th Academy Awards,Cocoon,1985,,https://www.imdb.com/name/nm0574319,https://en.wikipedia.org/wiki/Ralph_McQuarrie,nm0574319,tt0088933,https://www.imdb.com/title/tt0088933/,,1929,56
Don Ameche,1908/5/31,Kenosha,United States of America,Best Supporting Actor,58th Academy Awards,Cocoon,1985,https://www.nndb.com/people/736/000024664,https://www.imdb.com/name/nm0000747,https://en.wikipedia.org/wiki/Don_Ameche,nm0000747,tt0088933,https://www.imdb.com/title/tt0088933/,,1908,77
Prince,1958/6/7,Minneapolis,United States of America,Best Original Song Score,57th Academy Awards,Purple Rain,1985,https://www.nndb.com/people/836/000023767,https://www.imdb.com/name/nm0002239,https://en.wikipedia.org/wiki/Prince_(musician),nm0002239,tt0087957,https://www.imdb.com/title/tt0087957/,,1958,27
Haing S. Ngor,1940/3/22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Haing S. Ngor,1940/3/22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Haing S. Ngor,1940/3/22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Haing S. Ngor,1940/3/22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Haing S. Ngor,1940/3/22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Chris Menges,1940/9/15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Haing S. Ngor,1940/3/22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/,,1940,44
Robert Duvall,1931/1/5,San Diego,United States of America,Best Actor,56th Academy Awards,Tender Mercies,1984,https://www.nndb.com/people/008/000022939,https://www.imdb.com/name/nm0000380,https://en.wikipedia.org/wiki/Robert_Duvall,nm0000380,tt0086423,https://www.imdb.com/title/tt0086423/,,1931,53
Jack Nicholson,1937/4/22,Neptune City,United States of America,Best Supporting Actor,56th Academy Awards,Terms of Endearment,1984,https://www.nndb.com/people/722/000022656,https://www.imdb.com/name/nm0000197,https://en.wikipedia.org/wiki/Jack_Nicholson,nm0000197,tt0086425,https://www.imdb.com/title/tt0086425/,,1937,47
Michel Legrand,1932/2/24,20th arrondissement of Paris,France,Best Original Song Score,56th Academy Awards,Yentl,1984,https://www.nndb.com/people/707/000078473,https://www.imdb.com/name/nm0006166,https://en.wikipedia.org/wiki/Michel_Legrand,nm0006166,tt0086619,https://www.imdb.com/title/tt0086619/,,1932,52
Maurice Jarre,1924/9/13,Lyon,France,Best Original Score,57th Academy Awards,A Passage to India,1984,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0087892,https://www.imdb.com/title/tt0087892/,,1924,60
Milo?? Forman,1932/2/18,????slav,Czech Republic,Best Director,57th Academy Awards,Amadeus,1984,https://www.nndb.com/people/622/000023553,https://www.imdb.com/name/nm0001232,https://en.wikipedia.org/wiki/Milo%C5%A1_Forman,nm0001232,tt0086879,https://www.imdb.com/title/tt0086879/,,1932,52
Chris Newman,1940/2/17,New York City,United States of America,Best Sound Mixing,57th Academy Awards,Amadeus,1984,,https://www.imdb.com/name/nm0628039,https://en.wikipedia.org/wiki/Chris_Newman_(sound_engineer),nm0628039,tt0086879,https://www.imdb.com/title/tt0086879/,,1940,44
Sally Field,1946/11/6,Pasadena,United States of America,Best Actress,57th Academy Awards,Places in the Heart,1984,https://www.nndb.com/people/897/000022831,https://www.imdb.com/name/nm0000398,https://en.wikipedia.org/wiki/Sally_Field,nm0000398,tt0087921,https://www.imdb.com/title/tt0087921/,,1946,38
Meryl Streep,1949/6/22,Summit,United States of America,Best Actress,55th Academy Awards,Sophie's Choice,1983,https://www.nndb.com/people/001/000024926,https://www.imdb.com/name/nm0000658,https://en.wikipedia.org/wiki/Meryl_Streep,nm0000658,tt0084707,https://www.imdb.com/title/tt0084707/,,1949,34
Costa-Gavras,1933/2/12,Iraia,Greece,"Best Writing, Adapted Screenplay",55th Academy Awards,Missing,1982,https://www.nndb.com/people/920/000115575,https://www.imdb.com/name/nm0002020,https://en.wikipedia.org/wiki/Costa-Gavras,nm0002020,tt0084335,https://www.imdb.com/title/tt0084335/,,1933,49
Billy Williams,1929/6/3,Walthamstow,United Kingdom,Best Cinematography,55th Academy Awards,Gandhi,1982,,https://www.imdb.com/name/nm0930119,https://en.wikipedia.org/wiki/Billy_Williams_(cinematographer),nm0930119,tt0083987,https://www.imdb.com/title/tt0083987/,,1929,53
Louis Gossett,1936/5/27,Brooklyn,United States of America,Best Supporting Actor,55th Academy Awards,An Officer and a Gentleman,1982,https://www.nndb.com/people/906/000023837,https://www.imdb.com/name/nm0001283,https://en.wikipedia.org/wiki/Louis_Gossett_Jr.,nm0001283,tt0084434,https://www.imdb.com/title/tt0084434/,,1936,46
Jessica Lange,1949/4/20,Cloquet,United States of America,Best Supporting Actress,55th Academy Awards,Tootsie,1982,https://www.nndb.com/people/004/000022935,https://www.imdb.com/name/nm0001448,https://en.wikipedia.org/wiki/Jessica_Lange,nm0001448,tt0084805,https://www.imdb.com/title/tt0084805/,,1949,33
Michael Kahn,1935/12/8,New York City,United States of America,Best Film Editing,54th Academy Awards,Raiders of the Lost Ark,1982,,https://www.imdb.com/name/nm0434883,https://en.wikipedia.org/wiki/Michael_Kahn_(film_editor),nm0434883,tt0082971,https://www.imdb.com/title/tt0082971/,,1935,47
Charles L. Campbell,1930/8/17,,,Best Sound Editing,55th Academy Awards,E.T. the Extra-Terrestrial,1982,,https://www.imdb.com/name/nm0132287,https://en.wikipedia.org/wiki/Charles_L._Campbell,nm0132287,tt0083866,https://www.imdb.com/title/tt0083866/,,1930,52
Ferenc Rofusz,1946/8/19,Budapest,Hungary,Best Animated Short Film,53rd Academy Awards,The Fly,1981,,https://www.imdb.com/name/nm0736537,https://en.wikipedia.org/wiki/Ferenc_Rofusz,nm0736537,tt0091064,https://www.imdb.com/title/tt0091064/,,1946,35
Ferenc Rofusz,1946/8/11,Budapest,Hungary,Best Animated Short Film,53rd Academy Awards,The Fly,1981,,https://www.imdb.com/name/nm0736537,https://en.wikipedia.org/wiki/Ferenc_Rofusz,nm0736537,tt0091064,https://www.imdb.com/title/tt0091064/,,1946,35
John Gielgud,1904/4/14,South Kensington,United Kingdom,Best Supporting Actor,54th Academy Awards,Arthur,1981,https://www.nndb.com/people/589/000033490,https://www.imdb.com/name/nm0000024,https://en.wikipedia.org/wiki/John_Gielgud,nm0000024,tt0082031,https://www.imdb.com/title/tt0082031/,,1904,77
Katharine Hepburn,1907/5/12,Hartford,United States of America,Best Actress,54th Academy Awards,On Golden Pond,1981,https://www.nndb.com/people/775/000023706,https://www.imdb.com/name/nm0000031,https://en.wikipedia.org/wiki/Katharine_Hepburn,nm0000031,tt0082846,https://www.imdb.com/title/tt0082846/,,1907,74
Ghislain Cloquet,1924/4/18,Antwerp,Belgium,Best Cinematography,53rd Academy Awards,Tess,1981,,https://www.imdb.com/name/nm0005669,https://en.wikipedia.org/wiki/Ghislain_Cloquet,nm0005669,tt0080009,https://www.imdb.com/title/tt0080009/,,1924,57
Vangelis,1943/3/29,Agria,Greece,Best Original Score,54th Academy Awards,Chariots of Fire,1981,https://www.nndb.com/people/459/000024387,https://www.imdb.com/name/nm0006331,https://en.wikipedia.org/wiki/Vangelis,nm0006331,tt0082158,https://www.imdb.com/title/tt0082158/,,1943,38
Thelma Schoonmaker,1940/1/3,Algeria,Algeria,Best Film Editing,53rd Academy Awards,Raging Bull,1980,,https://www.imdb.com/name/nm0774817,https://en.wikipedia.org/wiki/Thelma_Schoonmaker,nm0774817,tt0081398,https://www.imdb.com/title/tt0081398/,,1940,40
Robert De Niro,1943/8/17,Greenwich Village,United States of America,Best Actor,53rd Academy Awards,Raging Bull,1980,https://www.nndb.com/people/765/000023696,https://www.imdb.com/name/nm0000134,https://en.wikipedia.org/wiki/Robert_De_Niro,nm0000134,tt0081398,https://www.imdb.com/title/tt0081398/,,1943,37
Timothy Hutton,1960/8/16,Malibu,United States of America,Best Supporting Actor,53rd Academy Awards,Ordinary People,1980,https://www.nndb.com/people/378/000024306,https://www.imdb.com/name/nm0000459,https://en.wikipedia.org/wiki/Timothy_Hutton,nm0000459,tt0081283,https://www.imdb.com/title/tt0081283/,,1960,20
Meryl Streep,1949/6/22,Summit,United States of America,Best Supporting Actress,52nd Academy Awards,Kramer vs. Kramer,1980,https://www.nndb.com/people/001/000024926,https://www.imdb.com/name/nm0000658,https://en.wikipedia.org/wiki/Meryl_Streep,nm0000658,tt0079417,https://www.imdb.com/title/tt0079417/,,1949,31
Melvyn Douglas,1901/4/5,Macon,United States of America,Best Supporting Actor,52nd Academy Awards,Being There,1979,https://www.nndb.com/people/100/000063908,https://www.imdb.com/name/nm0002048,https://en.wikipedia.org/wiki/Melvyn_Douglas,nm0002048,tt0078841,https://www.imdb.com/title/tt0078841/,,1901,78
Sally Field,1946/11/6,Pasadena,United States of America,Best Actress,52nd Academy Awards,Norma Rae,1979,https://www.nndb.com/people/897/000022831,https://www.imdb.com/name/nm0000398,https://en.wikipedia.org/wiki/Sally_Field,nm0000398,tt0079638,https://www.imdb.com/title/tt0079638/,,1946,33
Maggie Smith,1934/12/28,Ilford,United Kingdom,Best Supporting Actress,51st Academy Awards,California Suite,1979,https://www.nndb.com/people/260/000030170,https://www.imdb.com/name/nm0001749,https://en.wikipedia.org/wiki/Maggie_Smith,nm0001749,tt0077289,https://www.imdb.com/title/tt0077289/,,1934,45
John Weldon,1945/5/11,Belleville,Canada,Best Animated Short Film,51st Academy Awards,Special Delivery,1979,,https://www.imdb.com/name/nm0919732,https://en.wikipedia.org/wiki/John_Weldon_(animator),nm0919732,tt0206312,https://www.imdb.com/title/tt0206312/,,1945,34
Dustin Hoffman,1937/8/8,Los Angeles,United States of America,Best Actor,52nd Academy Awards,Kramer vs. Kramer,1979,https://www.nndb.com/people/882/000022816,https://www.imdb.com/name/nm0000163,https://en.wikipedia.org/wiki/Dustin_Hoffman,nm0000163,tt0079417,https://www.imdb.com/title/tt0079417/,,1937,42
Georges Delerue,1925/3/12,Roubaix,France,Best Original Score,52nd Academy Awards,A Little Romance,1979,https://www.nndb.com/people/022/000174497,https://www.imdb.com/name/nm0000016,https://en.wikipedia.org/wiki/Georges_Delerue,nm0000016,tt0079477,https://www.imdb.com/title/tt0079477/,,1925,54
Walter Murch,1943/7/12,New York City,United States of America,Best Sound Mixing,52nd Academy Awards,Apocalypse Now,1979,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0078788,https://www.imdb.com/title/tt0078788/,,1943,36
Vilmos Zsigmond,1930/6/16,Szeged,Hungary,Best Cinematography,50th Academy Awards,Close Encounters of the Third Kind,1978,,https://www.imdb.com/name/nm0005936,https://en.wikipedia.org/wiki/Vilmos_Zsigmond,nm0005936,tt0075860,https://www.imdb.com/title/tt0075860/,,1930,48
Jon Voight,1938/12/29,Yonkers,United States of America,Best Actor,51st Academy Awards,Coming Home,1978,https://www.nndb.com/people/060/000023988,https://www.imdb.com/name/nm0000685,https://en.wikipedia.org/wiki/Jon_Voight,nm0000685,tt0077362,https://www.imdb.com/title/tt0077362/,,1938,40
Jane Fonda,1937/12/21,New York City,United States of America,Best Actress,51st Academy Awards,Coming Home,1978,https://www.nndb.com/people/637/000022571,https://www.imdb.com/name/nm0000404,https://en.wikipedia.org/wiki/Jane_Fonda,nm0000404,tt0077362,https://www.imdb.com/title/tt0077362/,,1937,41
Oliver Stone,1946/9/15,New York City,United States of America,"Best Writing, Adapted Screenplay",51st Academy Awards,Midnight Express,1978,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0077928,https://www.imdb.com/title/tt0077928/,,1946,32
Christopher Walken,1943/3/31,Astoria,United States of America,Best Supporting Actor,51st Academy Awards,The Deer Hunter,1978,https://www.nndb.com/people/618/000022552,https://www.imdb.com/name/nm0000686,https://en.wikipedia.org/wiki/Christopher_Walken,nm0000686,tt0077416,https://www.imdb.com/title/tt0077416/,,1943,35
Diane Keaton,1946/1/5,Los Angeles,United States of America,Best Actress,50th Academy Awards,Annie Hall,1977,https://www.nndb.com/people/879/000022813,https://www.imdb.com/name/nm0000473,https://en.wikipedia.org/wiki/Diane_Keaton,nm0000473,tt0075686,https://www.imdb.com/title/tt0075686/,,1946,31
Jason Robards,1922/7/26,Chicago,United States of America,Best Supporting Actor,50th Academy Awards,Julia,1977,https://www.nndb.com/people/224/000032128,https://www.imdb.com/name/nm0001673,https://en.wikipedia.org/wiki/Jason_Robards,nm0001673,tt0076245,https://www.imdb.com/title/tt0076245/,,1922,55
Co Hoedeman,1940/8/1,Amsterdam,Netherlands,Best Animated Short Film,50th Academy Awards,The Sand Castle,1977,,https://www.imdb.com/name/nm0388394,https://en.wikipedia.org/wiki/Co_Hoedeman,nm0388394,tt0069217,https://www.imdb.com/title/tt0069217/,,1940,37
Jerry Goldsmith,1929/2/10,Los Angeles,United States of America,Best Original Score,49th Academy Awards,The Omen,1976,https://www.nndb.com/people/743/000054581,https://www.imdb.com/name/nm0000025,https://en.wikipedia.org/wiki/Jerry_Goldsmith,nm0000025,tt0075005,https://www.imdb.com/title/tt0075005/,,1929,47
Jason Robards,1922/7/26,Chicago,United States of America,Best Supporting Actor,49th Academy Awards,All the President's Men,1976,https://www.nndb.com/people/224/000032128,https://www.imdb.com/name/nm0001673,https://en.wikipedia.org/wiki/Jason_Robards,nm0001673,tt0074119,https://www.imdb.com/title/tt0074119/,,1922,54
Jack Nicholson,1937/4/22,Neptune City,United States of America,Best Actor,48th Academy Awards,One Flew Over the Cuckoo's Nest,1976,https://www.nndb.com/people/722/000022656,https://www.imdb.com/name/nm0000197,https://en.wikipedia.org/wiki/Jack_Nicholson,nm0000197,tt0073486,https://www.imdb.com/title/tt0073486/,,1937,39
George Burns,1896-01-20,New York City,United States of America,Best Supporting Actor,48th Academy Awards,The Sunshine Boys,1975,https://www.nndb.com/people/895/000022829,https://www.imdb.com/name/nm0122675,https://en.wikipedia.org/wiki/George_Burns,nm0122675,tt0073766,https://www.imdb.com/title/tt0073766/,,1896,79
Milo?? Forman,1932/2/18,????slav,Czech Republic,Best Director,48th Academy Awards,One Flew Over the Cuckoo's Nest,1975,https://www.nndb.com/people/622/000023553,https://www.imdb.com/name/nm0001232,https://en.wikipedia.org/wiki/Milo%C5%A1_Forman,nm0001232,tt0073486,https://www.imdb.com/title/tt0073486/,,1932,43
Robert De Niro,1943/8/17,Greenwich Village,United States of America,Best Supporting Actor,47th Academy Awards,The Godfather Part II,1974,https://www.nndb.com/people/765/000023696,https://www.imdb.com/name/nm0000134,https://en.wikipedia.org/wiki/Robert_De_Niro,nm0000134,tt0068646,https://www.imdb.com/title/tt0068646/,,1943,31
Francis Ford Coppola,1939/4/7,Detroit,United States of America,Best Director,47th Academy Awards,The Godfather Part II,1974,https://www.nndb.com/people/866/000022800,https://www.imdb.com/name/nm0000338,https://en.wikipedia.org/wiki/Francis_Ford_Coppola,nm0000338,tt0068646,https://www.imdb.com/title/tt0068646/,,1939,35
Francis Ford Coppola,1939/4/7,Detroit,United States of America,Best Picture,47th Academy Awards,The Godfather Part II,1974,https://www.nndb.com/people/866/000022800,https://www.imdb.com/name/nm0000338,https://en.wikipedia.org/wiki/Francis_Ford_Coppola,nm0000338,tt0068646,https://www.imdb.com/title/tt0068646/,,1939,35
Francis Ford Coppola,1939/4/7,Detroit,United States of America,"Best Writing, Adapted Screenplay",47th Academy Awards,The Godfather Part II,1974,https://www.nndb.com/people/866/000022800,https://www.imdb.com/name/nm0000338,https://en.wikipedia.org/wiki/Francis_Ford_Coppola,nm0000338,tt0068646,https://www.imdb.com/title/tt0068646/,,1939,35
Ingrid Bergman,1915/8/29,Hedvig Eleonora f??rsamling,Sweden,Best Supporting Actress,47th Academy Awards,Murder on the Orient Express,1974,https://www.nndb.com/people/836/000024764,https://www.imdb.com/name/nm0000006,https://en.wikipedia.org/wiki/Ingrid_Bergman,nm0000006,tt0071877,https://www.imdb.com/title/tt0071877/,,1915,59
Tony Bill,1940/8/23,San Diego,United States of America,Best Picture,46th Academy Awards,The Sting,1974,https://www.nndb.com/people/222/000024150,https://www.imdb.com/name/nm0082300,https://en.wikipedia.org/wiki/Tony_Bill,nm0082300,tt0070735,https://www.imdb.com/title/tt0070735/,,1940,34
Tatum O'Neal,1963/11/5,Los Angeles,United States of America,Best Supporting Actress,46th Academy Awards,Paper Moon,1973,https://www.nndb.com/people/104/000024032,https://www.imdb.com/name/nm0001575,https://en.wikipedia.org/wiki/Tatum_O%27Neal,nm0001575,tt0070510,https://www.imdb.com/title/tt0070510/,,1963,10
