,budget,genre,id,imdb_id,overview,original_title,popularity,revenue,release_date,title,year,is_winner
558,8000000,Comedy,11050,tt0086425,"Aurora and Emma are mother and daughter who march to different drummers. Beginning with Emma's marriage, Aurora shows how difficult and loving she can be. The movie covers several years of their lives as each finds different reasons to go on living and find joy. Aurora's interludes with Garrett Breedlove, retired astronaut and next door neighbor are quite striking.",Terms of Endearment,8.785209,0,11/20/1983,Terms of Endearment,1983,TRUE
272,22000000,Drama,783,tt0083987,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",Gandhi,12.383755,77737889,11/30/1982,Gandhi,1982,TRUE
273,22000000,History,783,tt0083987,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",Gandhi,12.383755,77737889,11/30/1982,Gandhi,1982,TRUE
149,5500000,Drama,9443,tt0082158,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.,Chariots of Fire,6.877698,58972904,5/15/1981,Chariots of Fire,1981,TRUE
150,5500000,History,9443,tt0082158,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.,Chariots of Fire,6.877698,58972904,5/15/1981,Chariots of Fire,1981,TRUE
479,6000000,Drama,16619,tt0081283,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",Ordinary People,8.934661,0,9/19/1980,Ordinary People,1980,TRUE
370,8000000,Drama,12102,tt0079417,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",Kramer vs. Kramer,9.741644,106260000,12/18/1979,Kramer vs. Kramer,1979,TRUE
586,15000000,Drama,11778,tt0077416,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",The Deer Hunter,7.729445,5.00E+07,12/8/1978,The Deer Hunter,1978,TRUE
587,15000000,War,11778,tt0077416,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",The Deer Hunter,7.729445,5.00E+07,12/8/1978,The Deer Hunter,1978,TRUE
63,4000000,Comedy,703,tt0075686,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",Annie Hall,18.146043,38251425,4/19/1977,Annie Hall,1977,TRUE
64,4000000,Drama,703,tt0075686,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",Annie Hall,18.146043,38251425,4/19/1977,Annie Hall,1977,TRUE
65,4000000,Romance,703,tt0075686,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",Annie Hall,18.146043,38251425,4/19/1977,Annie Hall,1977,TRUE
508,1000000,Drama,1366,tt0075148,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",Rocky,14.774066,117235147,11/21/1976,Rocky,1976,TRUE
712,5500000,Comedy,9277,tt0070735,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,The Sting,12.016821,159616327,12/25/1973,The Sting,1973,TRUE
713,5500000,Crime,9277,tt0070735,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,The Sting,12.016821,159616327,12/25/1973,The Sting,1973,TRUE
714,5500000,Drama,9277,tt0070735,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,The Sting,12.016821,159616327,12/25/1973,The Sting,1973,TRUE
617,6000000,Drama,238,tt0068646,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",The Godfather,41.109264,245066411,3/14/1972,The Godfather,1972,TRUE
618,6000000,Crime,238,tt0068646,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",The Godfather,41.109264,245066411,3/14/1972,The Godfather,1972,TRUE
608,1800000,Action,1051,tt0067116,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,The French Connection,6.694959,41158757,10/9/1971,The French Connection,1971,TRUE
609,1800000,Crime,1051,tt0067116,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,The French Connection,6.694959,41158757,10/9/1971,The French Connection,1971,TRUE
610,1800000,Thriller,1051,tt0067116,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,The French Connection,6.694959,41158757,10/9/1971,The French Connection,1971,TRUE
481,12000000,Drama,11202,tt0066206,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",Patton,14.382289,89800000,1/25/1970,Patton,1970,TRUE
482,12000000,History,11202,tt0066206,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",Patton,14.382289,89800000,1/25/1970,Patton,1970,TRUE
483,12000000,War,11202,tt0066206,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",Patton,14.382289,89800000,1/25/1970,Patton,1970,TRUE
421,3600000,Drama,3116,tt0064665,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,Midnight Cowboy,10.579988,44785053,5/25/1969,Midnight Cowboy,1969,TRUE
475,10000000,Drama,17917,tt0063385,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",Oliver!,8.630078,37402877,9/26/1968,Oliver!,1968,TRUE
476,10000000,Family,17917,tt0063385,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",Oliver!,8.630078,37402877,9/26/1968,Oliver!,1968,TRUE
477,10000000,Music,17917,tt0063385,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",Oliver!,8.630078,37402877,9/26/1968,Oliver!,1968,TRUE
339,2000000,Crime,10633,tt0061811,An African American detective is asked to investigate a murder in a racist southern town.,In the Heat of the Night,9.059617,27379978,8/2/1967,In the Heat of the Night,1967,TRUE
340,2000000,Drama,10633,tt0061811,An African American detective is asked to investigate a murder in a racist southern town.,In the Heat of the Night,9.059617,27379978,8/2/1967,In the Heat of the Night,1967,TRUE
341,2000000,Mystery,10633,tt0061811,An African American detective is asked to investigate a murder in a racist southern town.,In the Heat of the Night,9.059617,27379978,8/2/1967,In the Heat of the Night,1967,TRUE
342,2000000,Thriller,10633,tt0061811,An African American detective is asked to investigate a murder in a racist southern town.,In the Heat of the Night,9.059617,27379978,8/2/1967,In the Heat of the Night,1967,TRUE
11,3900000,Drama,874,tt0060665,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he?€?s risking his own life. An award winning film from 1966.,A Man for All Seasons,6.997888,28350000,12/12/1966,A Man for All Seasons,1966,TRUE
12,3900000,History,874,tt0060665,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he?€?s risking his own life. An award winning film from 1966.,A Man for All Seasons,6.997888,28350000,12/12/1966,A Man for All Seasons,1966,TRUE
708,8200000,Drama,15121,tt0059742,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,The Sound of Music,9.06773,286214286,3/2/1965,The Sound of Music,1965,TRUE
709,8200000,Family,15121,tt0059742,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,The Sound of Music,9.06773,286214286,3/2/1965,The Sound of Music,1965,TRUE
710,8200000,Music,15121,tt0059742,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,The Sound of Music,9.06773,286214286,3/2/1965,The Sound of Music,1965,TRUE
711,8200000,Romance,15121,tt0059742,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,The Sound of Music,9.06773,286214286,3/2/1965,The Sound of Music,1965,TRUE
455,17000000,Drama,11113,tt0058385,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,My Fair Lady,12.494394,72070731,10/21/1964,My Fair Lady,1964,TRUE
456,17000000,Family,11113,tt0058385,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,My Fair Lady,12.494394,72070731,10/21/1964,My Fair Lady,1964,TRUE
457,17000000,Music,11113,tt0058385,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,My Fair Lady,12.494394,72070731,10/21/1964,My Fair Lady,1964,TRUE
458,17000000,Romance,11113,tt0058385,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,My Fair Lady,12.494394,72070731,10/21/1964,My Fair Lady,1964,TRUE
742,1000000,Adventure,5769,tt0057590,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,Tom Jones,3.315827,37600000,10/6/1963,Tom Jones,1963,TRUE
743,1000000,Comedy,5769,tt0057590,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,Tom Jones,3.315827,37600000,10/6/1963,Tom Jones,1963,TRUE
744,1000000,History,5769,tt0057590,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,Tom Jones,3.315827,37600000,10/6/1963,Tom Jones,1963,TRUE
745,1000000,Romance,5769,tt0057590,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,Tom Jones,3.315827,37600000,10/6/1963,Tom Jones,1963,TRUE
379,15000000,Adventure,947,tt0056172,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",Lawrence of Arabia,10.893332,69995385,12/10/1962,Lawrence of Arabia,1962,TRUE
380,15000000,Drama,947,tt0056172,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",Lawrence of Arabia,10.893332,69995385,12/10/1962,Lawrence of Arabia,1962,TRUE
381,15000000,History,947,tt0056172,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",Lawrence of Arabia,10.893332,69995385,12/10/1962,Lawrence of Arabia,1962,TRUE
382,15000000,War,947,tt0056172,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",Lawrence of Arabia,10.893332,69995385,12/10/1962,Lawrence of Arabia,1962,TRUE
