,Name,Movie,Edition,Year of award,Award,Win?
1289,Meryl Streep,Out of Africa,58,1986,LeadingActress,False
1290,Allen Daviau,The Color Purple,58,1986,Cinematography,False
1291,William A. Fraker,Murphy's Romance,58,1986,Cinematography,False
1292,David Watkin,Out of Africa,58,1986,Cinematography,True
1293,"Takao Saito, Masaharu Ueda, Asakazu Nakai",Ran,58,1986,Cinematography,False
1294,John Seale,Witness,58,1986,Cinematography,False
1295,Hector Babenco,Kiss of the Spider Woman,58,1986,Director,False
1296,Sydney Pollack,Out of Africa,58,1986,Director,True
1297,John Huston,Prizzi's Honor,58,1986,Director,False
1298,Akira Kurosawa,Ran,58,1986,Director,False
1299,Peter Weir,Witness,58,1986,Director,False
1300,Dexter Gordon,'Round Midnight,59,1987,LeadingActor,False
1301,Bob Hoskins,Mona Lisa,59,1987,LeadingActor,False
1302,William Hurt,Children of a Lesser God,59,1987,LeadingActor,False
1303,Paul Newman,The Color of Money,59,1987,LeadingActor,True
1304,James Woods,Salvador,59,1987,LeadingActor,False
1305,Jane Fonda,The Morning After,59,1987,LeadingActress,False
1306,Marlee Matlin,Children of a Lesser God,59,1987,LeadingActress,True
1307,Sissy Spacek,Crimes of the Heart,59,1987,LeadingActress,False
1308,Kathleen Turner,Peggy Sue Got Married,59,1987,LeadingActress,False
1309,Sigourney Weaver,Aliens,59,1987,LeadingActress,False
1310,Chris Menges,The Mission,59,1987,Cinematography,True
1311,Jordan Cronenweth,Peggy Sue Got Married,59,1987,Cinematography,False
1312,Robert Richardson,Platoon,59,1987,Cinematography,False
1313,Tony Pierce-Roberts,A Room with a View,59,1987,Cinematography,False
1314,Don Peterman,Star Trek IV: The Voyage Home,59,1987,Cinematography,False
1315,David Lynch,Blue Velvet,59,1987,Director,False
1316,Woody Allen,Hannah and Her Sisters,59,1987,Director,False
1317,Roland JoffÃ©,The Mission,59,1987,Director,False
1318,Oliver Stone,Platoon,59,1987,Director,True
1319,James Ivory,A Room with a View,59,1987,Director,False
1320,Michael Douglas,Wall Street,60,1988,LeadingActor,True
1321,William Hurt,Broadcast News,60,1988,LeadingActor,False
1322,Marcello Mastroianni,Dark Eyes,60,1988,LeadingActor,False
1323,Jack Nicholson,Ironweed,60,1988,LeadingActor,False
1324,Robin Williams,"Good Morning, Vietnam",60,1988,LeadingActor,False
1325,Cher,Moonstruck,60,1988,LeadingActress,True
1326,Glenn Close,Fatal Attraction,60,1988,LeadingActress,False
1327,Holly Hunter,Broadcast News,60,1988,LeadingActress,False
1328,Sally Kirkland,Anna,60,1988,LeadingActress,False
1329,Meryl Streep,Ironweed,60,1988,LeadingActress,False
1330,Michael Ballhaus,Broadcast News,60,1988,Cinematography,False
1331,Allen Daviau,Empire of the Sun,60,1988,Cinematography,False
1332,Philippe Rousselot,Hope and Glory,60,1988,Cinematography,False
1333,Vittorio Storaro,The Last Emperor,60,1988,Cinematography,True
1334,Haskell Wexler,Matewan,60,1988,Cinematography,False
1335,Adrian Lyne,Fatal Attraction,60,1988,Director,False
1336,John Boorman,Hope and Glory,60,1988,Director,False
1337,Bernardo Bertolucci,The Last Emperor,60,1988,Director,True
1338,Norman Jewison,Moonstruck,60,1988,Director,False
1339,Lasse HallstrÃ¶m,My Life as a Dog,60,1988,Director,False
1340,Gene Hackman,Mississippi Burning,61,1989,LeadingActor,False
1341,Tom Hanks,Big,61,1989,LeadingActor,False
1342,Dustin Hoffman,Rain Man,61,1989,LeadingActor,True
1343,Edward James Olmos,Stand and Deliver,61,1989,LeadingActor,False
1344,Max von Sydow,Pelle the Conqueror,61,1989,LeadingActor,False
1345,Glenn Close,Dangerous Liaisons,61,1989,LeadingActress,False
1346,Jodie Foster,The Accused,61,1989,LeadingActress,True
1347,Melanie Griffith,Working Girl,61,1989,LeadingActress,False
1348,Meryl Streep,A Cry in the Dark,61,1989,LeadingActress,False
1349,Sigourney Weaver,Gorillas in the Mist,61,1989,LeadingActress,False
1350,Peter Biziou,Mississippi Burning,61,1989,Cinematography,True
1351,John Seale,Rain Man,61,1989,Cinematography,False
1352,Conrad L. Hall,Tequila Sunrise,61,1989,Cinematography,False
1353,Sven Nykvist,The Unbearable Lightness of Being,61,1989,Cinematography,False
1354,Dean Cundey,Who Framed Roger Rabbit,61,1989,Cinematography,False
1355,Charles Crichton,A Fish Called Wanda,61,1989,Director,False
1356,Martin Scorsese,The Last Temptation of Christ,61,1989,Director,False
1357,Alan Parker,Mississippi Burning,61,1989,Director,False
1358,Barry Levinson,Rain Man,61,1989,Director,True
1359,Mike Nichols,Working Girl,61,1989,Director,False
1360,Kenneth Branagh,Henry V,62,1990,LeadingActor,False
1361,Tom Cruise,Born on the Fourth of July,62,1990,LeadingActor,False
1362,Daniel Day Lewis,My Left Foot,62,1990,LeadingActor,True
1363,Morgan Freeman,Driving Miss Daisy,62,1990,LeadingActor,False
1364,Robin Williams,Dead Poets Society,62,1990,LeadingActor,False
1365,Isabelle Adjani,Camille Claudel,62,1990,LeadingActress,False
1366,Pauline Collins,Shirley Valentine,62,1990,LeadingActress,False
1367,Jessica Lange,Music Box,62,1990,LeadingActress,False
1368,Michelle Pfeiffer,The Fabulous Baker Boys,62,1990,LeadingActress,False
1369,Jessica Tandy,Driving Miss Daisy,62,1990,LeadingActress,True
1370,Mikael Salomon,The Abyss,62,1990,Cinematography,False
1371,Haskell Wexler,Blaze,62,1990,Cinematography,False
1372,Robert Richardson,Born on the Fourth of July,62,1990,Cinematography,False
1373,Michael Ballhaus,The Fabulous Baker Boys,62,1990,Cinematography,False
1374,Freddie Francis,Glory,62,1990,Cinematography,True
1375,Oliver Stone,Born on the Fourth of July,62,1990,Director,True
1376,Woody Allen,Crimes and Misdemeanors,62,1990,Director,False
1377,Peter Weir,Dead Poets Society,62,1990,Director,False
1378,Kenneth Branagh,Henry V,62,1990,Director,False
1379,Jim Sheridan,My Left Foot,62,1990,Director,False
1380,Kevin Costner,Dances With Wolves,63,1991,LeadingActor,False
1381,Robert De Niro,Awakenings,63,1991,LeadingActor,False
1382,Gerard Depardieu,Cyrano de Bergerac,63,1991,LeadingActor,False
1383,Richard Harris,The Field,63,1991,LeadingActor,False
1384,Jeremy Irons,Reversal of Fortune,63,1991,LeadingActor,True
1385,Kathy Bates,Misery,63,1991,LeadingActress,True
1386,Anjelica Huston,The Grifters,63,1991,LeadingActress,False
1387,Julia Roberts,Pretty Woman,63,1991,LeadingActress,False
1388,Meryl Streep,Postcards from the Edge,63,1991,LeadingActress,False
1389,Joanne Woodward,Mr. & Mrs. Bridge,63,1991,LeadingActress,False
1390,Allen Daviau,Avalon,63,1991,Cinematography,False
1391,Dean Semler,Dances With Wolves,63,1991,Cinematography,True
1392,Vittorio Storaro,Dick Tracy,63,1991,Cinematography,False
1393,Gordon Willis,"The Godfather, Part III",63,1991,Cinematography,False
1394,Philippe Rousselot,Henry & June,63,1991,Cinematography,False
1395,Kevin Costner,Dances With Wolves,63,1991,Director,True
1396,Francis Ford Coppola,"The Godfather, Part III",63,1991,Director,False
1397,Martin Scorsese,Good Fellas,63,1991,Director,False
1398,Stephen Frears,The Grifters,63,1991,Director,False
1399,Barbet Schroeder,Reversal of Fortune,63,1991,Director,False
1400,Warren Beatty,Bugsy,64,1992,LeadingActor,False
1401,Robert De Niro,Cape Fear,64,1992,LeadingActor,False
1402,Anthony Hopkins,The Silence of the Lambs,64,1992,LeadingActor,True
1403,Nick Nolte,The Prince of Tides,64,1992,LeadingActor,False
1404,Robin Williams,The Fisher King,64,1992,LeadingActor,False
1405,Geena Davis,Thelma & Louise,64,1992,LeadingActress,False
1406,Laura Dern,Rambling Rose,64,1992,LeadingActress,False
1407,Jodie Foster,The Silence of the Lambs,64,1992,LeadingActress,True
1408,Bette Midler,For the Boys,64,1992,LeadingActress,False
1409,Susan Sarandon,Thelma & Louise,64,1992,LeadingActress,False
1410,Allen Daviau,Bugsy,64,1992,Cinematography,False
1411,Robert Richardson,JFK,64,1992,Cinematography,True
1412,Stephen Goldblatt,The Prince of Tides,64,1992,Cinematography,False
1413,Adam Greenberg,Terminator 2: Judgment Day,64,1992,Cinematography,False
1414,Adrian Biddle,Thelma & Louise,64,1992,Cinematography,False
1415,John Singleton,Boyz N the Hood,64,1992,Director,False
1416,Barry Levinson,Bugsy,64,1992,Director,False
1417,Oliver Stone,JFK,64,1992,Director,False
1418,Jonathan Demme,The Silence of the Lambs,64,1992,Director,True
1419,Ridley Scott,Thelma & Louise,64,1992,Director,False
1420,Robert Downey Jr.,Chaplin,65,1993,LeadingActor,False
1421,Clint Eastwood,Unforgiven,65,1993,LeadingActor,False
1422,Al Pacino,Scent of a Woman,65,1993,LeadingActor,True
1423,Stephen Rea,The Crying Game,65,1993,LeadingActor,False
1424,Denzel Washington,Malcolm X,65,1993,LeadingActor,False
1425,Catherine Deneuve,Indochine,65,1993,LeadingActress,False
1426,Mary McDonnell,Passion Fish,65,1993,LeadingActress,False
1427,Michelle Pfeiffer,Love Field,65,1993,LeadingActress,False
1428,Susan Sarandon,Lorenzo's Oil,65,1993,LeadingActress,False
1429,Emma Thompson,Howards End,65,1993,LeadingActress,True
1430,Stephen H. Burum,Hoffa,65,1993,Cinematography,False
1431,Tony Pierce-Roberts,Howards End,65,1993,Cinematography,False
1432,Robert Fraisse,The Lover,65,1993,Cinematography,False
1433,Philippe Rousselot,A River Runs through It,65,1993,Cinematography,True
1434,Jack N. Green,Unforgiven,65,1993,Cinematography,False
1435,Neil Jordan,The Crying Game,65,1993,Director,False
1436,James Ivory,Howards End,65,1993,Director,False
1437,Robert Altman,The Player,65,1993,Director,False
1438,Martin Brest,Scent of a Woman,65,1993,Director,False
1439,Clint Eastwood,Unforgiven,65,1993,Director,True
1440,Daniel Day-Lewis,In the Name of the Father,66,1994,LeadingActor,False
1441,Laurence Fishburne,What's Love Got to Do with It,66,1994,LeadingActor,False
1442,Tom Hanks,Philadelphia,66,1994,LeadingActor,True
1443,Anthony Hopkins,The Remains of the Day,66,1994,LeadingActor,False
1444,Liam Neeson,Schindler's List,66,1994,LeadingActor,False
1445,Angela Bassett,What's Love Got to Do with It,66,1994,LeadingActress,False
1446,Stockard Channing,Six Degrees of Separation,66,1994,LeadingActress,False
1447,Holly Hunter,The Piano,66,1994,LeadingActress,True
1448,Emma Thompson,The Remains of the Day,66,1994,LeadingActress,False
1449,Debra Winger,Shadowlands,66,1994,LeadingActress,False
1450,Gu Changwei,Farewell My Concubine,66,1994,Cinematography,False
1451,Michael Chapman,The Fugitive,66,1994,Cinematography,False
1452,Stuart Dryburgh,The Piano,66,1994,Cinematography,False
1453,Janusz Kaminski,Schindler's List,66,1994,Cinematography,True
1454,Conrad L. Hall,Searching for Bobby Fischer,66,1994,Cinematography,False
1455,Jim Sheridan,In the Name of the Father,66,1994,Director,False
1456,Jane Campion,The Piano,66,1994,Director,False
1457,James Ivory,The Remains of the Day,66,1994,Director,False
1458,Steven Spielberg,Schindler's List,66,1994,Director,True
1459,Robert Altman,Short Cuts,66,1994,Director,False
1460,Morgan Freeman,The Shawshank Redemption,67,1995,LeadingActor,False
1461,Tom Hanks,Forrest Gump,67,1995,LeadingActor,True
1462,Nigel Hawthorne,The Madness of King George,67,1995,LeadingActor,False
1463,Paul Newman,Nobody's Fool,67,1995,LeadingActor,False
1464,John Travolta,Pulp Fiction,67,1995,LeadingActor,False
1465,Jodie Foster,Nell,67,1995,LeadingActress,False
1466,Jessica Lange,Blue Sky,67,1995,LeadingActress,True
1467,Miranda Richardson,Tom & Viv,67,1995,LeadingActress,False
1468,Winona Ryder,Little Women,67,1995,LeadingActress,False
1469,Susan Sarandon,The Client,67,1995,LeadingActress,False
1470,Don Burgess,Forrest Gump,67,1995,Cinematography,False
1471,John Toll,Legends of the Fall,67,1995,Cinematography,True
1472,Piotr Sobocinski,Red,67,1995,Cinematography,False
1473,Roger Deakins,The Shawshank Redemption,67,1995,Cinematography,False
1474,Owen Roizman,Wyatt Earp,67,1995,Cinematography,False
1475,Woody Allen,Bullets over Broadway,67,1995,Director,False
1476,Robert Zemeckis,Forrest Gump,67,1995,Director,True
1477,Quentin Tarantino,Pulp Fiction,67,1995,Director,False
1478,Robert Redford,Quiz Show,67,1995,Director,False
1479,Krzysztof Kieslowski,Red,67,1995,Director,False
1480,Nicolas Cage,Leaving Las Vegas,68,1996,LeadingActor,True
1481,Richard Dreyfuss,Mr. Holland's Opus,68,1996,LeadingActor,False
1482,Anthony Hopkins,Nixon,68,1996,LeadingActor,False
1483,Sean Penn,Dead Man Walking,68,1996,LeadingActor,False
1484,Massimo Troisi,The Postman (Il Postino),68,1996,LeadingActor,False
1485,Susan Sarandon,Dead Man Walking,68,1996,LeadingActress,True
1486,Elisabeth Shue,Leaving Las Vegas,68,1996,LeadingActress,False
1487,Sharon Stone,Casino,68,1996,LeadingActress,False
1488,Meryl Streep,The Bridges of Madison County,68,1996,LeadingActress,False
1489,Emma Thompson,Sense and Sensibility,68,1996,LeadingActress,False
1490,Stephen Goldblatt,Batman Forever,68,1996,Cinematography,False
1491,John Toll,Braveheart,68,1996,Cinematography,True
1492,Emmanuel Lubezki,A Little Princess,68,1996,Cinematography,False
1493,Michael Coulter,Sense and Sensibility,68,1996,Cinematography,False
1494,Lu Yue,Shanghai Triad,68,1996,Cinematography,False
1495,Chris Noonan,Babe,68,1996,Director,False
1496,Mel Gibson,Braveheart,68,1996,Director,True
1497,Tim Robbins,Dead Man Walking,68,1996,Director,False
1498,Mike Figgis,Leaving Las Vegas,68,1996,Director,False
1499,Michael Radford,The Postman (Il Postino),68,1996,Director,False
1500,Tom Cruise,Jerry Maguire,69,1997,LeadingActor,False
1501,Ralph Fiennes,The English Patient,69,1997,LeadingActor,False
1502,Woody Harrelson,The People vs. Larry Flynt,69,1997,LeadingActor,False
1503,Geoffrey Rush,Shine,69,1997,LeadingActor,True
1504,Billy Bob Thornton,Sling Blade,69,1997,LeadingActor,False
1505,Brenda Blethyn,Secrets & Lies,69,1997,LeadingActress,False
1506,Diane Keaton,Marvin's Room,69,1997,LeadingActress,False
1507,Frances McDormand,Fargo,69,1997,LeadingActress,True
1508,Kristin Scott Thomas,The English Patient,69,1997,LeadingActress,False
1509,Emily Watson,Breaking the Waves,69,1997,LeadingActress,False
1510,John Seale,The English Patient,69,1997,Cinematography,True
1511,Darius Khondji,Evita,69,1997,Cinematography,False
1512,Roger Deakins,Fargo,69,1997,Cinematography,False
1513,Caleb Deschanel,Fly Away Home,69,1997,Cinematography,False
1514,Chris Menges,Michael Collins,69,1997,Cinematography,False
1515,Anthony Minghella,The English Patient,69,1997,Director,True
1516,Joel Coen,Fargo,69,1997,Director,False
1517,Milos Forman,The People vs. Larry Flynt,69,1997,Director,False
1518,Mike Leigh,Secrets & Lies,69,1997,Director,False
1519,Scott Hicks,Shine,69,1997,Director,False
1520,Matt Damon,Good Will Hunting,70,1998,LeadingActor,False
1521,Robert Duvall,The Apostle,70,1998,LeadingActor,False
1522,Peter Fonda,Ulee's Gold,70,1998,LeadingActor,False
1523,Dustin Hoffman,Wag the Dog,70,1998,LeadingActor,False
1524,Jack Nicholson,As Good as It Gets,70,1998,LeadingActor,True
1525,Helena Bonham Carter,The Wings of the Dove,70,1998,LeadingActress,False
1526,Julie Christie,Afterglow,70,1998,LeadingActress,False
1527,Judi Dench,Mrs. Brown,70,1998,LeadingActress,False
1528,Helen Hunt,As Good as It Gets,70,1998,LeadingActress,True
1529,Kate Winslet,Titanic,70,1998,LeadingActress,False
1530,Janusz Kaminski,Amistad,70,1998,Cinematography,False
1531,Roger Deakins,Kundun,70,1998,Cinematography,False
1532,Dante Spinotti,L.A. Confidential,70,1998,Cinematography,False
1533,Russell Carpenter,Titanic,70,1998,Cinematography,True
1534,Eduardo Serra,The Wings of the Dove,70,1998,Cinematography,False
1535,Peter Cattaneo,The Full Monty,70,1998,Director,False
1536,Gus Van Sant,Good Will Hunting,70,1998,Director,False
1537,Curtis Hanson,L.A. Confidential,70,1998,Director,False
1538,Atom Egoyan,The Sweet Hereafter,70,1998,Director,False
1539,James Cameron,Titanic,70,1998,Director,True
1540,Roberto Benigni,Life Is Beautiful,71,1999,LeadingActor,True
1541,Tom Hanks,Saving Private Ryan,71,1999,LeadingActor,False
1542,Ian McKellen,Gods and Monsters,71,1999,LeadingActor,False
1543,Nick Nolte,Affliction,71,1999,LeadingActor,False
1544,Edward Norton,American History X,71,1999,LeadingActor,False
1545,Cate Blanchett,Elizabeth,71,1999,LeadingActress,False
1546,Fernanda Montenegro,Central Station,71,1999,LeadingActress,False
1547,Gwyneth Paltrow,Shakespeare in Love,71,1999,LeadingActress,True
1548,Meryl Streep,One True Thing,71,1999,LeadingActress,False
1549,Emily Watson,Hilary and Jackie,71,1999,LeadingActress,False
1550,Conrad L. Hall,A Civil Action,71,1999,Cinematography,False
1551,Remi Adefarasin,Elizabeth,71,1999,Cinematography,False
1552,Janusz Kaminski,Saving Private Ryan,71,1999,Cinematography,True
1553,Richard Greatrex,Shakespeare in Love,71,1999,Cinematography,False
1554,John Toll,The Thin Red Line,71,1999,Cinematography,False
1555,Roberto Benigni,Life Is Beautiful,71,1999,Director,False
1556,Steven Spielberg,Saving Private Ryan,71,1999,Director,True
1557,John Madden,Shakespeare in Love,71,1999,Director,False
1558,Terrence Malick,The Thin Red Line,71,1999,Director,False
1559,Peter Weir,The Truman Show,71,1999,Director,False
1560,Russell Crowe,The Insider,72,2000,LeadingActor,False
1561,Richard Farnsworth,The Straight Story,72,2000,LeadingActor,False
1562,Sean Penn,Sweet and Lowdown,72,2000,LeadingActor,False
1563,Kevin Spacey,American Beauty,72,2000,LeadingActor,True
1564,Denzel Washington,The Hurricane,72,2000,LeadingActor,False
1565,Annette Bening,American Beauty,72,2000,LeadingActress,False
1566,Janet McTeer,Tumbleweeds,72,2000,LeadingActress,False
1567,Julianne Moore,The End of the Affair,72,2000,LeadingActress,False
1568,Meryl Streep,Music of the Heart,72,2000,LeadingActress,False
1569,Hilary Swank,Boys Don't Cry,72,2000,LeadingActress,True
1570,Conrad L. Hall,American Beauty,72,2000,Cinematography,True
1571,Roger Pratt,The End of the Affair,72,2000,Cinematography,False
1572,Dante Spinotti,The Insider,72,2000,Cinematography,False
1573,Emmanuel Lubezki,Sleepy Hollow,72,2000,Cinematography,False
1574,Robert Richardson,Snow Falling on Cedars,72,2000,Cinematography,False
1575,Sam Mendes,American Beauty,72,2000,Director,True
1576,Spike Jonze,Being John Malkovich,72,2000,Director,False
1577,Lasse HallstrÃ¶m,The Cider House Rules,72,2000,Director,False
1578,Michael Mann,The Insider,72,2000,Director,False
1579,M. Night Shyamalan,The Sixth Sense,72,2000,Director,False
1580,Javier Bardem,Before Night Falls,73,2001,LeadingActor,False
1581,Russell Crowe,Gladiator,73,2001,LeadingActor,True
1582,Tom Hanks,Cast Away,73,2001,LeadingActor,False
1583,Ed Harris,Pollock,73,2001,LeadingActor,False
1584,Geoffrey Rush,Quills,73,2001,LeadingActor,False
1585,Joan Allen,The Contender,73,2001,LeadingActress,False
1586,Juliette Binoche,Chocolat,73,2001,LeadingActress,False
1587,Ellen Burstyn,Requiem for a Dream,73,2001,LeadingActress,False
1588,Laura Linney,You Can Count on Me,73,2001,LeadingActress,False
1589,Julia Roberts,Erin Brockovich,73,2001,LeadingActress,True
1590,Peter Pau,"Crouching Tiger, Hidden Dragon",73,2001,Cinematography,True
1591,John Mathieson,Gladiator,73,2001,Cinematography,False
1592,Lajos Koltai,MalÃ¨na,73,2001,Cinematography,False
1593,Roger Deakins,"O Brother, Where Art Thou?",73,2001,Cinematography,False
1594,Caleb Deschanel,The Patriot,73,2001,Cinematography,False
1595,Stephen Daldry,Billy Elliot,73,2001,Director,False
1596,Ang Lee,"Crouching Tiger, Hidden Dragon",73,2001,Director,False
1597,Steven Soderbergh,Traffic,73,2001,Director,True
1598,Ridley Scott,Gladiator,73,2001,Director,False
1599,Russell Crowe,A Beautiful Mind,74,2002,LeadingActor,False
1600,Sean Penn,I Am Sam,74,2002,LeadingActor,False
1601,Will Smith,Ali,74,2002,LeadingActor,False
1602,Denzel Washington,Training Day,74,2002,LeadingActor,True
1603,Tom Wilkinson,In the Bedroom,74,2002,LeadingActor,False
1604,Halle Berry,Monster's Ball,74,2002,LeadingActress,True
1605,Judi Dench,Iris,74,2002,LeadingActress,False
1606,Nicole Kidman,Moulin Rouge,74,2002,LeadingActress,False
1607,Sissy Spacek,In the Bedroom,74,2002,LeadingActress,False
1608,RenÃ©e Zellweger,Bridget Jones's Diary,74,2002,LeadingActress,False
1609,Bruno Delbonnel,AmÃ©lie,74,2002,Cinematography,False
1610,Slawomir Idziak,Black Hawk Down,74,2002,Cinematography,False
1611,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,74,2002,Cinematography,True
1612,Roger Deakins,The Man Who Wasn't There,74,2002,Cinematography,False
1613,Donald M. McAlpine,Moulin Rouge,74,2002,Cinematography,False
1614,Ron Howard,A Beautiful Mind,74,2002,Director,True
1615,Ridley Scott,Black Hawk Down,74,2002,Director,False
1616,Robert Altman,Gosford Park,74,2002,Director,False
1617,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,74,2002,Director,False
1618,David Lynch,Mulholland Drive,74,2002,Director,False
1619,Adrien Brody,The Pianist,75,2003,LeadingActor,True
1620,Nicolas Cage,Adaptation,75,2003,LeadingActor,False
1621,Michael Caine,The Quiet American,75,2003,LeadingActor,False
1622,Daniel Day-Lewis,Gangs of New York,75,2003,LeadingActor,False
1623,Jack Nicholson,About Schmidt,75,2003,LeadingActor,False
1624,Salma Hayek,Frida,75,2003,LeadingActress,False
1625,Nicole Kidman,The Hours,75,2003,LeadingActress,True
1626,Diane Lane,Unfaithful,75,2003,LeadingActress,False
1627,Julianne Moore,Far from Heaven,75,2003,LeadingActress,False
1628,RenÃ©e Zellweger,Chicago,75,2003,LeadingActress,False
1629,Dion Beebe,Chicago,75,2003,Cinematography,False
1630,Edward Lachman,Far from Heaven,75,2003,Cinematography,False
1631,Michael Ballhaus,Gangs of New York,75,2003,Cinematography,False
1632,Pawel Edelman,The Pianist,75,2003,Cinematography,False
1633,Conrad L. Hall,Road to Perdition,75,2003,Cinematography,True
1634,Rob Marshall,Chicago,75,2003,Director,False
1635,Martin Scorsese,Gangs of New York,75,2003,Director,False
1636,Stephen Daldry,The Hours,75,2003,Director,False
1637,Roman Polanski,The Pianist,75,2003,Director,True
1638,Pedro AlmodÃ³var,Talk to Her,75,2003,Director,False
1639,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,76,2004,LeadingActor,False
1640,Ben Kingsley,House of Sand and Fog,76,2004,LeadingActor,False
1641,Jude Law,Cold Mountain,76,2004,LeadingActor,False
1642,Bill Murray,Lost in Translation,76,2004,LeadingActor,False
1643,Sean Penn,Mystic River,76,2004,LeadingActor,True
1644,Keisha Castle-Hughes,Whale Rider,76,2004,LeadingActress,False
1645,Diane Keaton,Something's Gotta Give,76,2004,LeadingActress,False
1646,Samantha Morton,In America,76,2004,LeadingActress,False
1647,Charlize Theron,Monster,76,2004,LeadingActress,True
1648,Naomi Watts,21 Grams,76,2004,LeadingActress,False
1649,Cesar Charlone,City of God,76,2004,Cinematography,False
1650,John Seale,Cold Mountain,76,2004,Cinematography,False
1651,Eduardo Serra,Girl with a Pearl Earring,76,2004,Cinematography,False
1652,Russell Boyd,Master and Commander: The Far Side of the World,76,2004,Cinematography,True
1653,John Schwartzman,Seabiscuit,76,2004,Cinematography,False
1654,Fernando Meirelles,City of God,76,2004,Director,False
1655,Peter Jackson,The Lord of the Rings: The Return of the King,76,2004,Director,True
1656,Sofia Coppola,Lost in Translation,76,2004,Director,False
1657,Peter Weir,Master and Commander: The Far Side of the World,76,2004,Director,False
1658,Clint Eastwood,Mystic River,76,2004,Director,False
1659,Don Cheadle,Hotel Rwanda,77,2005,LeadingActor,False
1660,Johnny Depp,Finding Neverland,77,2005,LeadingActor,False
1661,Leonardo DiCaprio,The Aviator,77,2005,LeadingActor,False
1662,Clint Eastwood,Million Dollar Baby,77,2005,LeadingActor,False
1663,Jamie Foxx,Ray,77,2005,LeadingActor,True
1664,Annette Bening,Being Julia,77,2005,LeadingActress,False
1665,Catalina Sandino Moreno,Maria Full of Grace,77,2005,LeadingActress,False
1666,Imelda Staunton,Vera Drake,77,2005,LeadingActress,False
1667,Hilary Swank,Million Dollar Baby,77,2005,LeadingActress,True
1668,Kate Winslet,Eternal Sunshine of the Spotless Mind,77,2005,LeadingActress,False
1669,Robert Richardson,The Aviator,77,2005,Cinematography,True
1670,Zhao Xiaoding,House of Flying Daggers,77,2005,Cinematography,False
1671,Caleb Deschanel,The Passion of the Christ,77,2005,Cinematography,False
1672,John Mathieson,The Phantom of the Opera,77,2005,Cinematography,False
1673,Bruno Delbonnel,A Very Long Engagement,77,2005,Cinematography,False
1674,Martin Scorsese,The Aviator,77,2005,Director,False
1675,Clint Eastwood,Million Dollar Baby,77,2005,Director,True
1676,Taylor Hackford,Ray,77,2005,Director,False
1677,Alexander Payne,Sideways,77,2005,Director,False
1678,Mike Leigh,Vera Drake,77,2005,Director,False
1679,Philip Seymour Hoffman,Capote,78,2006,LeadingActor,True
1680,Terrence Howard,Hustle & Flow,78,2006,LeadingActor,False
1681,Heath Ledger,Brokeback Mountain,78,2006,LeadingActor,False
1682,Joaquin Phoenix,Walk the Line,78,2006,LeadingActor,False
1683,David Strathairn,"Good Night, and Good Luck.",78,2006,LeadingActor,False
1684,Judi Dench,Mrs. Henderson Presents,78,2006,LeadingActress,False
1685,Felicity Huffman,Transamerica,78,2006,LeadingActress,False
1686,Keira Knightley,Pride & Prejudice,78,2006,LeadingActress,False
1687,Charlize Theron,North Country,78,2006,LeadingActress,False
1688,Reese Witherspoon,Walk the Line,78,2006,LeadingActress,True
1689,Wally Pfister,Batman Begins,78,2006,Cinematography,False
1690,Rodrigo Prieto,Brokeback Mountain,78,2006,Cinematography,False
1691,Robert Elswit,"Good Night, and Good Luck.",78,2006,Cinematography,False
1692,Dion Beebe,Memoirs of a Geisha,78,2006,Cinematography,True
1693,Emmanuel Lubezki,The New World,78,2006,Cinematography,False
1694,Ang Lee,Brokeback Mountain,78,2006,Director,True
1695,Bennett Miller,Capote,78,2006,Director,False
1696,Paul Haggis,Crash,78,2006,Director,False
1697,George Clooney,"Good Night, and Good Luck.",78,2006,Director,False
1698,Steven Spielberg,Munich,78,2006,Director,False
1699,Leonardo DiCaprio,Blood Diamond,79,2007,LeadingActor,False
1700,Ryan Gosling,Half Nelson,79,2007,LeadingActor,False
1701,Peter O'Toole,Venus,79,2007,LeadingActor,False
1702,Will Smith,The Pursuit of Happyness,79,2007,LeadingActor,False
1703,Forest Whitaker,The Last King of Scotland,79,2007,LeadingActor,True
1704,PenÃ©lope Cruz,Volver,79,2007,LeadingActress,False
1705,Judi Dench,Notes on a Scandal,79,2007,LeadingActress,False
1706,Helen Mirren,The Queen,79,2007,LeadingActress,True
1707,Meryl Streep,The Devil Wears Prada,79,2007,LeadingActress,False
1708,Kate Winslet,Little Children,79,2007,LeadingActress,False
1709,Vilmos Zsigmond,The Black Dahlia,79,2007,Cinematography,False
1710,Emmanuel Lubezki,Children of Men,79,2007,Cinematography,False
1711,Dick Pope,The Illusionist,79,2007,Cinematography,False
1712,Guillermo Navarro,Pan's Labyrinth,79,2007,Cinematography,True
1713,Wally Pfister,The Prestige,79,2007,Cinematography,False
1714,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,Babel,79,2007,Director,False
1715,Martin Scorsese,The Departed,79,2007,Director,True
1716,Clint Eastwood,Letters from Iwo Jima,79,2007,Director,False
1717,Stephen Frears,The Queen,79,2007,Director,False
1718,Paul Greengrass,United 93,79,2007,Director,False
