,Name,Movie,Edition,Year of award,Award,Win?
839,Jeff Bridges,Thunderbolt and Lightfoot,47,1974,SupportingActor,False
840,Robert De Niro,The Godfather Part II,47,1974,SupportingActor,True
841,Michael V. Gazzo,The Godfather Part II,47,1974,SupportingActor,False
842,Lee Strasberg,The Godfather Part II,47,1974,SupportingActor,False
843,Ellen Burstyn,Alice Doesn't Live Here Anymore,47,1974,LeadingActress,True
844,Diahann Carroll,Claudine,47,1974,LeadingActress,False
845,Faye Dunaway,Chinatown,47,1974,LeadingActress,False
846,Valerie Perrine,Lenny,47,1974,LeadingActress,False
847,Gena Rowlands,A Woman under the Influence,47,1974,LeadingActress,False
848,Ingrid Bergman,Murder on the Orient Express,47,1974,SupportingActress,True
849,Valentina Cortese,Day for Night,47,1974,SupportingActress,False
850,Madeline Kahn,Blazing Saddles,47,1974,SupportingActress,False
851,Diane Ladd,Alice Doesn't Live Here Anymore,47,1974,SupportingActress,False
852,Talia Shire,The Godfather Part II,47,1974,SupportingActress,False
853,Walter Matthau,The Sunshine Boys,48,1975,LeadingActor,False
854,Jack Nicholson,One Flew over the Cuckoo's Nest,48,1975,LeadingActor,True
855,Al Pacino,Dog Day Afternoon,48,1975,LeadingActor,False
856,Maximilian Schell,The Man in the Glass Booth,48,1975,LeadingActor,False
857,James Whitmore,"Give 'em Hell, Harry!",48,1975,LeadingActor,False
858,George Burns,The Sunshine Boys,48,1975,SupportingActor,True
859,Brad Dourif,One Flew over the Cuckoo's Nest,48,1975,SupportingActor,False
860,Burgess Meredith,The Day of the Locust,48,1975,SupportingActor,False
861,Chris Sarandon,Dog Day Afternoon,48,1975,SupportingActor,False
862,Jack Warden,Shampoo,48,1975,SupportingActor,False
863,Isabelle Adjani,The Story of Adele H.,48,1975,LeadingActress,False
864,Ann-Margret,Tommy,48,1975,LeadingActress,False
865,Louise Fletcher,One Flew over the Cuckoo's Nest,48,1975,LeadingActress,True
866,Glenda Jackson,Hedda,48,1975,LeadingActress,False
867,Carol Kane,Hester Street,48,1975,LeadingActress,False
868,Ronee Blakley,Nashville,48,1975,SupportingActress,False
869,Lee Grant,Shampoo,48,1975,SupportingActress,True
870,Sylvia Miles,"Farewell, My Lovely",48,1975,SupportingActress,False
871,Lily Tomlin,Nashville,48,1975,SupportingActress,False
872,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough,48,1975,SupportingActress,False
873,Robert De Niro,Taxi Driver,49,1976,LeadingActor,False
874,Peter Finch,Network,49,1976,LeadingActor,True
875,Giancarlo Giannini,Seven Beauties,49,1976,LeadingActor,False
876,William Holden,Network,49,1976,LeadingActor,False
877,Sylvester Stallone,Rocky,49,1976,LeadingActor,False
878,Ned Beatty,Network,49,1976,SupportingActor,False
879,Burgess Meredith,Rocky,49,1976,SupportingActor,False
880,Laurence Olivier,Marathon Man,49,1976,SupportingActor,False
881,Jason Robards,All the President's Men,49,1976,SupportingActor,True
882,Burt Young,Rocky,49,1976,SupportingActor,False
883,Marie-Christine Barrault,"Cousin, Cousine",49,1976,LeadingActress,False
884,Faye Dunaway,Network,49,1976,LeadingActress,True
885,Talia Shire,Rocky,49,1976,LeadingActress,False
886,Sissy Spacek,Carrie,49,1976,LeadingActress,False
887,Liv Ullmann,Face to Face,49,1976,LeadingActress,False
888,Jane Alexander,All the President's Men,49,1976,SupportingActress,False
889,Jodie Foster,Taxi Driver,49,1976,SupportingActress,False
890,Lee Grant,Voyage of the Damned,49,1976,SupportingActress,False
891,Piper Laurie,Carrie,49,1976,SupportingActress,False
892,Beatrice Straight,Network,49,1976,SupportingActress,True
893,Woody Allen,Annie Hall,50,1977,LeadingActor,False
894,Richard Burton,Equus,50,1977,LeadingActor,False
895,Richard Dreyfuss,The Goodbye Girl,50,1977,LeadingActor,True
896,Marcello Mastroianni,A Special Day,50,1977,LeadingActor,False
897,John Travolta,Saturday Night Fever,50,1977,LeadingActor,False
898,Mikhail Baryshnikov,The Turning Point,50,1977,SupportingActor,False
899,Peter Firth,Equus,50,1977,SupportingActor,False
900,Alec Guinness,Star Wars,50,1977,SupportingActor,False
901,Jason Robards,Julia,50,1977,SupportingActor,True
902,Maximilian Schell,Julia,50,1977,SupportingActor,False
903,Anne Bancroft,The Turning Point,50,1977,LeadingActress,False
904,Jane Fonda,Julia,50,1977,LeadingActress,False
905,Diane Keaton,Annie Hall,50,1977,LeadingActress,True
906,Shirley MacLaine,The Turning Point,50,1977,LeadingActress,False
907,Marsha Mason,The Goodbye Girl,50,1977,LeadingActress,False
908,Leslie Browne,The Turning Point,50,1977,SupportingActress,False
909,Quinn Cummings,The Goodbye Girl,50,1977,SupportingActress,False
910,Melinda Dillon,Close Encounters of the Third Kind,50,1977,SupportingActress,False
911,Vanessa Redgrave,Julia,50,1977,SupportingActress,True
912,Tuesday Weld,Looking for Mr. Goodbar,50,1977,SupportingActress,False
913,Warren Beatty,Heaven Can Wait,51,1978,LeadingActor,False
914,Gary Busey,The Buddy Holly Story,51,1978,LeadingActor,False
915,Robert De Niro,The Deer Hunter,51,1978,LeadingActor,False
916,Laurence Olivier,The Boys from Brazil,51,1978,LeadingActor,False
917,Jon Voight,Coming Home,51,1978,LeadingActor,True
918,Bruce Dern,Coming Home,51,1978,SupportingActor,False
919,Richard Farnsworth,Comes a Horseman,51,1978,SupportingActor,False
920,John Hurt,Midnight Express,51,1978,SupportingActor,False
921,Christopher Walken,The Deer Hunter,51,1978,SupportingActor,True
922,Jack Warden,Heaven Can Wait,51,1978,SupportingActor,False
923,Ingrid Bergman,Autumn Sonata,51,1978,LeadingActress,False
924,Ellen Burstyn,"Same Time, Next Year",51,1978,LeadingActress,False
925,Jill Clayburgh,An Unmarried Woman,51,1978,LeadingActress,False
926,Jane Fonda,Coming Home,51,1978,LeadingActress,True
927,Geraldine Page,Interiors,51,1978,LeadingActress,False
928,Dyan Cannon,Heaven Can Wait,51,1978,SupportingActress,False
929,Penelope Milford,Coming Home,51,1978,SupportingActress,False
930,Maggie Smith,California Suite,51,1978,SupportingActress,True
931,Maureen Stapleton,Interiors,51,1978,SupportingActress,False
932,Meryl Streep,The Deer Hunter,51,1978,SupportingActress,False
933,Dustin Hoffman,Kramer vs. Kramer,52,1979,LeadingActor,True
934,Jack Lemmon,The China Syndrome,52,1979,LeadingActor,False
935,Al Pacino,...And Justice for All,52,1979,LeadingActor,False
936,Roy Scheider,All That Jazz,52,1979,LeadingActor,False
937,Peter Sellers,Being There,52,1979,LeadingActor,False
938,Melvyn Douglas,Being There,52,1979,SupportingActor,True
939,Robert Duvall,Apocalypse Now,52,1979,SupportingActor,False
940,Frederic Forrest,The Rose,52,1979,SupportingActor,False
941,Justin Henry,Kramer vs. Kramer,52,1979,SupportingActor,False
942,Mickey Rooney,The Black Stallion,52,1979,SupportingActor,False
943,Jill Clayburgh,Starting Over,52,1979,LeadingActress,False
944,Sally Field,Norma Rae,52,1979,LeadingActress,True
945,Jane Fonda,The China Syndrome,52,1979,LeadingActress,False
946,Marsha Mason,Chapter Two,52,1979,LeadingActress,False
947,Bette Midler,The Rose,52,1979,LeadingActress,False
948,Jane Alexander,Kramer vs. Kramer,52,1979,SupportingActress,False
949,Barbara Barrie,Breaking Away,52,1979,SupportingActress,False
950,Candice Bergen,Starting Over,52,1979,SupportingActress,False
951,Mariel Hemingway,Manhattan,52,1979,SupportingActress,False
952,Meryl Streep,Kramer vs. Kramer,52,1979,SupportingActress,True
953,Robert De Niro,Raging Bull,53,1980,LeadingActor,True
954,Robert Duvall,The Great Santini,53,1980,LeadingActor,False
955,John Hurt,The Elephant Man,53,1980,LeadingActor,False
956,Jack Lemmon,Tribute,53,1980,LeadingActor,False
957,Peter O'Toole,The Stunt Man,53,1980,LeadingActor,False
958,Judd Hirsch,Ordinary People,53,1980,SupportingActor,False
959,Timothy Hutton,Ordinary People,53,1980,SupportingActor,True
960,Michael O'Keefe,The Great Santini,53,1980,SupportingActor,False
961,Joe Pesci,Raging Bull,53,1980,SupportingActor,False
962,Jason Robards,Melvin and Howard,53,1980,SupportingActor,False
963,Ellen Burstyn,Resurrection,53,1980,LeadingActress,False
964,Goldie Hawn,Private Benjamin,53,1980,LeadingActress,False
965,Mary Tyler Moore,Ordinary People,53,1980,LeadingActress,False
966,Gena Rowlands,Gloria,53,1980,LeadingActress,False
967,Sissy Spacek,Coal Miner's Daughter,53,1980,LeadingActress,True
968,Eileen Brennan,Private Benjamin,53,1980,SupportingActress,False
969,Eva Le Gallienne,Resurrection,53,1980,SupportingActress,False
970,Cathy Moriarty,Raging Bull,53,1980,SupportingActress,False
971,Diana Scarwid,Inside Moves,53,1980,SupportingActress,False
972,Mary Steenburgen,Melvin and Howard,53,1980,SupportingActress,True
973,Warren Beatty,Reds,54,1981,LeadingActor,False
974,Henry Fonda,On Golden Pond,54,1981,LeadingActor,True
975,Burt Lancaster,Atlantic City,54,1981,LeadingActor,False
976,Dudley Moore,Arthur,54,1981,LeadingActor,False
977,Paul Newman,Absence of Malice,54,1981,LeadingActor,False
978,James Coco,Only When I Laugh,54,1981,SupportingActor,False
979,John Gielgud,Arthur,54,1981,SupportingActor,True
980,Ian Holm,Chariots of Fire,54,1981,SupportingActor,False
981,Jack Nicholson,Reds,54,1981,SupportingActor,False
982,"Howard E. Rollins, Jr.",Ragtime,54,1981,SupportingActor,False
983,Katharine Hepburn,On Golden Pond,54,1981,LeadingActress,True
984,Diane Keaton,Reds,54,1981,LeadingActress,False
985,Marsha Mason,Only When I Laugh,54,1981,LeadingActress,False
986,Susan Sarandon,Atlantic City,54,1981,LeadingActress,False
987,Meryl Streep,The French Lieutenant's Woman,54,1981,LeadingActress,False
988,Melinda Dillon,Absence of Malice,54,1981,SupportingActress,False
989,Jane Fonda,On Golden Pond,54,1981,SupportingActress,False
990,Joan Hackett,Only When I Laugh,54,1981,SupportingActress,False
991,Elizabeth McGovern,Ragtime,54,1981,SupportingActress,False
992,Maureen Stapleton,Reds,54,1981,SupportingActress,True
993,Dustin Hoffman,Tootsie,55,1982,LeadingActor,False
994,Ben Kingsley,Gandhi,55,1982,LeadingActor,True
995,Jack Lemmon,Missing,55,1982,LeadingActor,False
996,Paul Newman,The Verdict,55,1982,LeadingActor,False
997,Peter O'Toole,My Favorite Year,55,1982,LeadingActor,False
998,Charles Durning,The Best Little Whorehouse in Texas,55,1982,SupportingActor,False
999,"Louis Gossett, Jr.",An Officer and a Gentleman,55,1982,SupportingActor,True
1000,John Lithgow,The World According to Garp,55,1982,SupportingActor,False
1001,James Mason,The Verdict,55,1982,SupportingActor,False
1002,Robert Preston,Victor/Victoria,55,1982,SupportingActor,False
1003,Julie Andrews,Victor/Victoria,55,1982,LeadingActress,False
1004,Jessica Lange,Frances,55,1982,LeadingActress,False
1005,Sissy Spacek,Missing,55,1982,LeadingActress,False
1006,Meryl Streep,Sophie's Choice,55,1982,LeadingActress,True
1007,Debra Winger,An Officer and a Gentleman,55,1982,LeadingActress,False
1008,Glenn Close,The World According to Garp,55,1982,SupportingActress,False
1009,Teri Garr,Tootsie,55,1982,SupportingActress,False
1010,Jessica Lange,Tootsie,55,1982,SupportingActress,True
1011,Kim Stanley,Frances,55,1982,SupportingActress,False
1012,Lesley Ann Warren,Victor/Victoria,55,1982,SupportingActress,False
1013,Michael Caine,Educating Rita,56,1983,LeadingActor,False
1014,Tom Conti,"Reuben, Reuben",56,1983,LeadingActor,False
1015,Tom Courtenay,The Dresser,56,1983,LeadingActor,False
1016,Robert Duvall,Tender Mercies,56,1983,LeadingActor,True
1017,Albert Finney,The Dresser,56,1983,LeadingActor,False
1018,Charles Durning,To Be or Not to Be,56,1983,SupportingActor,False
1019,John Lithgow,Terms of Endearment,56,1983,SupportingActor,False
1020,Jack Nicholson,Terms of Endearment,56,1983,SupportingActor,True
1021,Sam Shepard,The Right Stuff,56,1983,SupportingActor,False
1022,Rip Torn,Cross Creek,56,1983,SupportingActor,False
1023,Jane Alexander,Testament,56,1983,LeadingActress,False
1024,Shirley MacLaine,Terms of Endearment,56,1983,LeadingActress,True
1025,Meryl Streep,Silkwood,56,1983,LeadingActress,False
1026,Julie Walters,Educating Rita,56,1983,LeadingActress,False
1027,Debra Winger,Terms of Endearment,56,1983,LeadingActress,False
1028,Cher,Silkwood,56,1983,SupportingActress,False
1029,Glenn Close,The Big Chill,56,1983,SupportingActress,False
1030,Linda Hunt,The Year of Living Dangerously,56,1983,SupportingActress,True
1031,Amy Irving,Yentl,56,1983,SupportingActress,False
1032,Alfre Woodard,Cross Creek,56,1983,SupportingActress,False
1033,F. Murray Abraham,Amadeus,57,1984,LeadingActor,True
1034,Jeff Bridges,Starman,57,1984,LeadingActor,False
1035,Albert Finney,Under the Volcano,57,1984,LeadingActor,False
1036,Tom Hulce,Amadeus,57,1984,LeadingActor,False
1037,Sam Waterston,The Killing Fields,57,1984,LeadingActor,False
1038,Adolph Caesar,A Soldier's Story,57,1984,SupportingActor,False
1039,John Malkovich,Places in the Heart,57,1984,SupportingActor,False
1040,Noriyuki 'Pat' Morita,The Karate Kid,57,1984,SupportingActor,False
1041,Haing S. Ngor,The Killing Fields,57,1984,SupportingActor,True
1042,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",57,1984,SupportingActor,False
1043,Judy Davis,A Passage to India,57,1984,LeadingActress,False
1044,Sally Field,Places in the Heart,57,1984,LeadingActress,True
1045,Jessica Lange,Country,57,1984,LeadingActress,False
1046,Vanessa Redgrave,The Bostonians,57,1984,LeadingActress,False
1047,Sissy Spacek,The River,57,1984,LeadingActress,False
1048,Peggy Ashcroft,A Passage to India,57,1984,SupportingActress,True
1049,Glenn Close,The Natural,57,1984,SupportingActress,False
1050,Lindsay Crouse,Places in the Heart,57,1984,SupportingActress,False
1051,Christine Lahti,Swing Shift,57,1984,SupportingActress,False
1052,Geraldine Page,The Pope of Greenwich Village,57,1984,SupportingActress,False
1053,Harrison Ford,Witness,58,1985,LeadingActor,False
1054,James Garner,Murphy's Romance,58,1985,LeadingActor,False
1055,William Hurt,Kiss of the Spider Woman,58,1985,LeadingActor,True
1056,Jack Nicholson,Prizzi's Honor,58,1985,LeadingActor,False
1057,Jon Voight,Runaway Train,58,1985,LeadingActor,False
1058,Don Ameche,Cocoon,58,1985,SupportingActor,True
1059,Klaus Maria Brandauer,Out of Africa,58,1985,SupportingActor,False
1060,William Hickey,Prizzi's Honor,58,1985,SupportingActor,False
1061,Robert Loggia,Jagged Edge,58,1985,SupportingActor,False
1062,Eric Roberts,Runaway Train,58,1985,SupportingActor,False
1063,Anne Bancroft,Agnes of God,58,1985,LeadingActress,False
1064,Whoopi Goldberg,The Color Purple,58,1985,LeadingActress,False
1065,Jessica Lange,Sweet Dreams,58,1985,LeadingActress,False
1066,Geraldine Page,The Trip to Bountiful,58,1985,LeadingActress,True
1067,Meryl Streep,Out of Africa,58,1985,LeadingActress,False
1068,Margaret Avery,The Color Purple,58,1985,SupportingActress,False
1069,Anjelica Huston,Prizzi's Honor,58,1985,SupportingActress,True
1070,Amy Madigan,Twice in a Lifetime,58,1985,SupportingActress,False
1071,Meg Tilly,Agnes of God,58,1985,SupportingActress,False
1072,Oprah Winfrey,The Color Purple,58,1985,SupportingActress,False
1073,Dexter Gordon,'Round Midnight,59,1986,LeadingActor,False
1074,Bob Hoskins,Mona Lisa,59,1986,LeadingActor,False
1075,William Hurt,Children of a Lesser God,59,1986,LeadingActor,False
1076,Paul Newman,The Color of Money,59,1986,LeadingActor,True
1077,James Woods,Salvador,59,1986,LeadingActor,False
1078,Tom Berenger,Platoon,59,1986,SupportingActor,False
1079,Michael Caine,Hannah and Her Sisters,59,1986,SupportingActor,True
1080,Willem Dafoe,Platoon,59,1986,SupportingActor,False
1081,Denholm Elliott,A Room with a View,59,1986,SupportingActor,False
1082,Dennis Hopper,Hoosiers,59,1986,SupportingActor,False
1083,Jane Fonda,The Morning After,59,1986,LeadingActress,False
1084,Marlee Matlin,Children of a Lesser God,59,1986,LeadingActress,True
1085,Sissy Spacek,Crimes of the Heart,59,1986,LeadingActress,False
1086,Kathleen Turner,Peggy Sue Got Married,59,1986,LeadingActress,False
1087,Sigourney Weaver,Aliens,59,1986,LeadingActress,False
1088,Tess Harper,Crimes of the Heart,59,1986,SupportingActress,False
1089,Piper Laurie,Children of a Lesser God,59,1986,SupportingActress,False
1090,Mary Elizabeth Mastrantonio,The Color of Money,59,1986,SupportingActress,False
1091,Maggie Smith,A Room with a View,59,1986,SupportingActress,False
1092,Dianne Wiest,Hannah and Her Sisters,59,1986,SupportingActress,True
1093,Michael Douglas,Wall Street,60,1987,LeadingActor,True
1094,William Hurt,Broadcast News,60,1987,LeadingActor,False
1095,Marcello Mastroianni,Dark Eyes,60,1987,LeadingActor,False
1096,Jack Nicholson,Ironweed,60,1987,LeadingActor,False
1097,Robin Williams,"Good Morning, Vietnam",60,1987,LeadingActor,False
1098,Albert Brooks,Broadcast News,60,1987,SupportingActor,False
1099,Sean Connery,The Untouchables,60,1987,SupportingActor,True
1100,Morgan Freeman,Street Smart,60,1987,SupportingActor,False
1101,Vincent Gardenia,Moonstruck,60,1987,SupportingActor,False
1102,Denzel Washington,Cry Freedom,60,1987,SupportingActor,False
1103,Cher,Moonstruck,60,1987,LeadingActress,True
1104,Glenn Close,Fatal Attraction,60,1987,LeadingActress,False
1105,Holly Hunter,Broadcast News,60,1987,LeadingActress,False
1106,Sally Kirkland,Anna,60,1987,LeadingActress,False
1107,Meryl Streep,Ironweed,60,1987,LeadingActress,False
1108,Norma Aleandro,Gaby - A True Story,60,1987,SupportingActress,False
1109,Anne Archer,Fatal Attraction,60,1987,SupportingActress,False
1110,Olympia Dukakis,Moonstruck,60,1987,SupportingActress,True
1111,Anne Ramsey,Throw Momma from the Train,60,1987,SupportingActress,False
1112,Ann Sothern,The Whales of August,60,1987,SupportingActress,False
1113,Gene Hackman,Mississippi Burning,61,1988,LeadingActor,False
1114,Tom Hanks,Big,61,1988,LeadingActor,False
1115,Dustin Hoffman,Rain Man,61,1988,LeadingActor,True
1116,Edward James Olmos,Stand and Deliver,61,1988,LeadingActor,False
1117,Max von Sydow,Pelle the Conqueror,61,1988,LeadingActor,False
1118,Alec Guinness,Little Dorrit,61,1988,SupportingActor,False
1119,Kevin Kline,A Fish Called Wanda,61,1988,SupportingActor,True
1120,Martin Landau,Tucker The Man and His Dream,61,1988,SupportingActor,False
1121,River Phoenix,Running on Empty,61,1988,SupportingActor,False
1122,Dean Stockwell,Married to the Mob,61,1988,SupportingActor,False
1123,Glenn Close,Dangerous Liaisons,61,1988,LeadingActress,False
1124,Jodie Foster,The Accused,61,1988,LeadingActress,True
1125,Melanie Griffith,Working Girl,61,1988,LeadingActress,False
1126,Meryl Streep,A Cry in the Dark,61,1988,LeadingActress,False
1127,Sigourney Weaver,Gorillas in the Mist,61,1988,LeadingActress,False
1128,Joan Cusack,Working Girl,61,1988,SupportingActress,False
1129,Geena Davis,The Accidental Tourist,61,1988,SupportingActress,True
1130,Frances McDormand,Mississippi Burning,61,1988,SupportingActress,False
1131,Michelle Pfeiffer,Dangerous Liaisons,61,1988,SupportingActress,False
1132,Sigourney Weaver,Working Girl,61,1988,SupportingActress,False
1133,Kenneth Branagh,Henry V,62,1989,LeadingActor,False
1134,Tom Cruise,Born on the Fourth of July,62,1989,LeadingActor,False
1135,Daniel Day Lewis,My Left Foot,62,1989,LeadingActor,True
1136,Morgan Freeman,Driving Miss Daisy,62,1989,LeadingActor,False
1137,Robin Williams,Dead Poets Society,62,1989,LeadingActor,False
1138,Danny Aiello,Do the Right Thing,62,1989,SupportingActor,False
1139,Dan Aykroyd,Driving Miss Daisy,62,1989,SupportingActor,False
1140,Marlon Brando,A Dry White Season,62,1989,SupportingActor,False
1141,Martin Landau,Crimes and Misdemeanors,62,1989,SupportingActor,False
1142,Denzel Washington,Glory,62,1989,SupportingActor,True
1143,Isabelle Adjani,Camille Claudel,62,1989,LeadingActress,False
1144,Pauline Collins,Shirley Valentine,62,1989,LeadingActress,False
1145,Jessica Lange,Music Box,62,1989,LeadingActress,False
1146,Michelle Pfeiffer,The Fabulous Baker Boys,62,1989,LeadingActress,False
1147,Jessica Tandy,Driving Miss Daisy,62,1989,LeadingActress,True
1148,Brenda Fricker,My Left Foot,62,1989,SupportingActress,True
1149,Anjelica Huston,"Enemies, A Love Story",62,1989,SupportingActress,False
1150,Lena Olin,"Enemies, A Love Story",62,1989,SupportingActress,False
1151,Julia Roberts,Steel Magnolias,62,1989,SupportingActress,False
1152,Dianne Wiest,Parenthood,62,1989,SupportingActress,False
1153,Kevin Costner,Dances With Wolves,63,1990,LeadingActor,False
1154,Robert De Niro,Awakenings,63,1990,LeadingActor,False
1155,Gerard Depardieu,Cyrano de Bergerac,63,1990,LeadingActor,False
1156,Richard Harris,The Field,63,1990,LeadingActor,False
1157,Jeremy Irons,Reversal of Fortune,63,1990,LeadingActor,True
1158,Bruce Davison,Longtime Companion,63,1990,SupportingActor,False
1159,Andy Garcia,"The Godfather, Part III",63,1990,SupportingActor,False
1160,Graham Greene,Dances With Wolves,63,1990,SupportingActor,False
1161,Al Pacino,Dick Tracy,63,1990,SupportingActor,False
1162,Joe Pesci,Good Fellas,63,1990,SupportingActor,True
1163,Kathy Bates,Misery,63,1990,LeadingActress,True
1164,Anjelica Huston,The Grifters,63,1990,LeadingActress,False
1165,Julia Roberts,Pretty Woman,63,1990,LeadingActress,False
1166,Meryl Streep,Postcards from the Edge,63,1990,LeadingActress,False
1167,Joanne Woodward,Mr. & Mrs. Bridge,63,1990,LeadingActress,False
1168,Annette Bening,The Grifters,63,1990,SupportingActress,False
1169,Lorraine Bracco,Good Fellas,63,1990,SupportingActress,False
1170,Whoopi Goldberg,Ghost,63,1990,SupportingActress,True
1171,Diane Ladd,Wild at Heart,63,1990,SupportingActress,False
1172,Mary McDonnell,Dances With Wolves,63,1990,SupportingActress,False
1173,Warren Beatty,Bugsy,64,1991,LeadingActor,False
1174,Robert De Niro,Cape Fear,64,1991,LeadingActor,False
1175,Anthony Hopkins,The Silence of the Lambs,64,1991,LeadingActor,True
1176,Nick Nolte,The Prince of Tides,64,1991,LeadingActor,False
1177,Robin Williams,The Fisher King,64,1991,LeadingActor,False
1178,Tommy Lee Jones,JFK,64,1991,SupportingActor,False
1179,Harvey Keitel,Bugsy,64,1991,SupportingActor,False
1180,Ben Kingsley,Bugsy,64,1991,SupportingActor,False
1181,Michael Lerner,Barton Fink,64,1991,SupportingActor,False
1182,Jack Palance,City Slickers,64,1991,SupportingActor,True
1183,Geena Davis,Thelma & Louise,64,1991,LeadingActress,False
1184,Laura Dern,Rambling Rose,64,1991,LeadingActress,False
1185,Jodie Foster,The Silence of the Lambs,64,1991,LeadingActress,True
1186,Bette Midler,For the Boys,64,1991,LeadingActress,False
1187,Susan Sarandon,Thelma & Louise,64,1991,LeadingActress,False
1188,Diane Ladd,Rambling Rose,64,1991,SupportingActress,False
1189,Juliette Lewis,Cape Fear,64,1991,SupportingActress,False
1190,Kate Nelligan,The Prince of Tides,64,1991,SupportingActress,False
1191,Mercedes Ruehl,The Fisher King,64,1991,SupportingActress,True
1192,Jessica Tandy,Fried Green Tomatoes,64,1991,SupportingActress,False
1193,Robert Downey Jr.,Chaplin,65,1992,LeadingActor,False
1194,Clint Eastwood,Unforgiven,65,1992,LeadingActor,False
1195,Al Pacino,Scent of a Woman,65,1992,LeadingActor,True
1196,Stephen Rea,The Crying Game,65,1992,LeadingActor,False
1197,Denzel Washington,Malcolm X,65,1992,LeadingActor,False
1198,Jaye Davidson,The Crying Game,65,1992,SupportingActor,False
1199,Gene Hackman,Unforgiven,65,1992,SupportingActor,True
1200,Jack Nicholson,A Few Good Men,65,1992,SupportingActor,False
1201,Al Pacino,Glengarry Glen Ross,65,1992,SupportingActor,False
1202,David Paymer,Mr. Saturday Night,65,1992,SupportingActor,False
1203,Catherine Deneuve,Indochine,65,1992,LeadingActress,False
1204,Mary McDonnell,Passion Fish,65,1992,LeadingActress,False
1205,Michelle Pfeiffer,Love Field,65,1992,LeadingActress,False
1206,Susan Sarandon,Lorenzo's Oil,65,1992,LeadingActress,False
1207,Emma Thompson,Howards End,65,1992,LeadingActress,True
1208,Judy Davis,Husbands and Wives,65,1992,SupportingActress,False
1209,Joan Plowright,Enchanted April,65,1992,SupportingActress,False
1210,Vanessa Redgrave,Howards End,65,1992,SupportingActress,False
1211,Miranda Richardson,Damage,65,1992,SupportingActress,False
1212,Marisa Tomei,My Cousin Vinny,65,1992,SupportingActress,True
1213,Daniel Day-Lewis,In the Name of the Father,66,1993,LeadingActor,False
1214,Laurence Fishburne,What's Love Got to Do with It,66,1993,LeadingActor,False
1215,Tom Hanks,Philadelphia,66,1993,LeadingActor,True
1216,Anthony Hopkins,The Remains of the Day,66,1993,LeadingActor,False
1217,Liam Neeson,Schindler's List,66,1993,LeadingActor,False
1218,Leonardo DiCaprio,What's Eating Gilbert Grape,66,1993,SupportingActor,False
1219,Ralph Fiennes,Schindler's List,66,1993,SupportingActor,False
1220,Tommy Lee Jones,The Fugitive,66,1993,SupportingActor,True
1221,John Malkovich,In the Line of Fire,66,1993,SupportingActor,False
1222,Pete Postlethwaite,In the Name of the Father,66,1993,SupportingActor,False
1223,Angela Bassett,What's Love Got to Do with It,66,1993,LeadingActress,False
1224,Stockard Channing,Six Degrees of Separation,66,1993,LeadingActress,False
1225,Holly Hunter,The Piano,66,1993,LeadingActress,True
1226,Emma Thompson,The Remains of the Day,66,1993,LeadingActress,False
1227,Debra Winger,Shadowlands,66,1993,LeadingActress,False
1228,Holly Hunter,The Firm,66,1993,SupportingActress,False
1229,Anna Paquin,The Piano,66,1993,SupportingActress,True
1230,Rosie Perez,Fearless,66,1993,SupportingActress,False
1231,Winona Ryder,The Age of Innocence,66,1993,SupportingActress,False
1232,Emma Thompson,In the Name of the Father,66,1993,SupportingActress,False
1233,Morgan Freeman,The Shawshank Redemption,67,1994,LeadingActor,False
1234,Tom Hanks,Forrest Gump,67,1994,LeadingActor,True
1235,Nigel Hawthorne,The Madness of King George,67,1994,LeadingActor,False
1236,Paul Newman,Nobody's Fool,67,1994,LeadingActor,False
1237,John Travolta,Pulp Fiction,67,1994,LeadingActor,False
1238,Samuel L. Jackson,Pulp Fiction,67,1994,SupportingActor,False
1239,Martin Landau,Ed Wood,67,1994,SupportingActor,True
1240,Chazz Palminteri,Bullets over Broadway,67,1994,SupportingActor,False
1241,Paul Scofield,Quiz Show,67,1994,SupportingActor,False
1242,Gary Sinise,Forrest Gump,67,1994,SupportingActor,False
1243,Jodie Foster,Nell,67,1994,LeadingActress,False
1244,Jessica Lange,Blue Sky,67,1994,LeadingActress,True
1245,Miranda Richardson,Tom & Viv,67,1994,LeadingActress,False
1246,Winona Ryder,Little Women,67,1994,LeadingActress,False
1247,Susan Sarandon,The Client,67,1994,LeadingActress,False
1248,Rosemary Harris,Tom & Viv,67,1994,SupportingActress,False
1249,Helen Mirren,The Madness of King George,67,1994,SupportingActress,False
1250,Uma Thurman,Pulp Fiction,67,1994,SupportingActress,False
1251,Jennifer Tilly,Bullets over Broadway,67,1994,SupportingActress,False
1252,Dianne Wiest,Bullets over Broadway,67,1994,SupportingActress,True
1253,Nicolas Cage,Leaving Las Vegas,68,1995,LeadingActor,True
1254,Richard Dreyfuss,Mr. Holland's Opus,68,1995,LeadingActor,False
1255,Anthony Hopkins,Nixon,68,1995,LeadingActor,False
1256,Sean Penn,Dead Man Walking,68,1995,LeadingActor,False
1257,Massimo Troisi,The Postman (Il Postino),68,1995,LeadingActor,False
1258,James Cromwell,Babe,68,1995,SupportingActor,False
1259,Ed Harris,Apollo 13,68,1995,SupportingActor,False
1260,Brad Pitt,12 Monkeys,68,1995,SupportingActor,False
