	year_of_award	movie	person	movieID	bioLink
229	1993	Unforgiven	Gene Hackman	https://www.imdb.com/title/tt0105695/	https://www.imdb.com/name/nm0000432/awards
230	1994	The Fugitive	Tommy Lee Jones	https://www.imdb.com/title/tt0106977/	https://www.imdb.com/name/nm0000169/awards
231	1995	Ed Wood	Martin Landau	https://www.imdb.com/title/tt0109707/	https://www.imdb.com/name/nm0001445/awards
232	1996	The Usual Suspects	Kevin Spacey	https://www.imdb.com/title/tt0114814/	https://www.imdb.com/name/nm0000228/awards
233	1997	Jerry Maguire	Cuba Gooding, Jr.	https://www.imdb.com/title/tt0116695/	https://www.imdb.com/name/nm0000421/awards
234	1998	Good Will Hunting	Robin Williams	https://www.imdb.com/title/tt0119217/	https://www.imdb.com/name/nm0000245/awards
235	1999	Affliction	James Coburn	https://www.imdb.com/title/tt0118564/	https://www.imdb.com/name/nm0000336/awards
236	2000	The Cider House Rules	Michael Caine	https://www.imdb.com/title/tt0124315/	https://www.imdb.com/name/nm0000323/awards
237	2001	Traffic	Benicio Del Toro	https://www.imdb.com/title/tt0181865/	https://www.imdb.com/name/nm0001125/awards
238	2002	Iris	Jim Broadbent	https://www.imdb.com/title/tt0280778/	https://www.imdb.com/name/nm0000980/awards
239	2003	Adaptation	Chris Cooper	https://www.imdb.com/title/tt0268126/	https://www.imdb.com/name/nm0177933/awards
240	2004	Mystic River	Tim Robbins	https://www.imdb.com/title/tt0327056/	https://www.imdb.com/name/nm0000209/awards
241	2005	Million Dollar Baby	Morgan Freeman	https://www.imdb.com/title/tt0405159/	https://www.imdb.com/name/nm0000151/awards
242	2006	Syriana	George Clooney	https://www.imdb.com/title/tt0365737/	https://www.imdb.com/name/nm0000123/awards
243	2007	Little Miss Sunshine	Alan Arkin	https://www.imdb.com/title/tt0449059/	https://www.imdb.com/name/nm0000273/awards
244	2008	No Country for Old Men	Javier Bardem	https://www.imdb.com/title/tt0477348/	https://www.imdb.com/name/nm0000849/awards
245	2009	The Dark Knight	Heath Ledger	https://www.imdb.com/title/tt0468569/	https://www.imdb.com/name/nm0005132/awards
246	2010	Inglourious Basterds	Christoph Waltz	https://www.imdb.com/title/tt0361748/	https://www.imdb.com/name/nm0910607/awards
247	2011	The Fighter	Christian Bale	https://www.imdb.com/title/tt0964517/	https://www.imdb.com/name/nm0000288/awards
248	2012	Beginning	Christopher Plummer	https://www.imdb.com/title/tt1991203/	https://www.imdb.com/name/nm0001626/awards
249	2013	Django Unchained	Christoph Waltz	https://www.imdb.com/title/tt1853728/	https://www.imdb.com/name/nm0910607/awards
250	2014	Dallas Buyers Club	Jared Leto	https://www.imdb.com/title/tt0790636/	https://www.imdb.com/name/nm0001467/awards
251	1929	7th Heaven	Janet Gaynor	https://www.imdb.com/title/tt0018379/	https://www.imdb.com/name/nm0310980/
252	1930	Coquette	Mary Pickford	https://www.imdb.com/title/tt0019788/	https://www.imdb.com/name/nm0681933/awards
253	1930	The Divorcee	Norma Shearer	https://www.imdb.com/title/tt0020827/	https://www.imdb.com/name/nm0790454/awards
254	1931	Min and Bill	Marie Dressler	https://www.imdb.com/title/tt0021148/	https://www.imdb.com/name/nm0237597/
255	1932	The Sin of Madelon Claudet	Helen Hayes	https://www.imdb.com/title/tt0022386/	https://www.imdb.com/name/nm0371040/awards
256	1934	Morning Glory	Katharine Hepburn	https://www.imdb.com/title/tt0024353/	https://www.imdb.com/name/nm0000031/awards
257	1935	It Happened One Night	Claudette Colbert	https://www.imdb.com/title/tt0025316/	https://www.imdb.com/name/nm0001055/awards
258	1936	Dangerous	Bette Davis	https://www.imdb.com/title/tt0026261/	https://www.imdb.com/name/nm0000012/awards
259	1937	The Great Ziegfeld	Luise Rainer	https://www.imdb.com/title/tt0027698/	https://www.imdb.com/name/nm0707023/
260	1938	The Good Earth	Luise Rainer	https://www.imdb.com/title/tt0028944/	https://www.imdb.com/name/nm0707023/
261	1939	Jezebel	Bette Davis	https://www.imdb.com/title/tt0030287/	https://www.imdb.com/name/nm0000012/awards
262	1940	Gone with the Wind	Vivien Leigh	https://www.imdb.com/title/tt0031381/	https://www.imdb.com/name/nm0000046/awards
263	1941	Kitty Foyle	Ginger Rogers	https://www.imdb.com/title/tt0032671/	https://www.imdb.com/name/nm0001677/awards
264	1940	Suspicion	Joan Fontaine	https://www.imdb.com/title/tt0035605/	https://www.imdb.com/name/nm0000021/awards
265	1942	Mrs. Miniver	Greer Garson	https://www.imdb.com/title/tt0035093/	https://www.imdb.com/name/nm0002093/awards
266	1944	The Song of Bernadette	Jennifer Jones	https://www.imdb.com/title/tt0036377/	https://www.imdb.com/name/nm0428354/
267	1945	Gaslight	Ingrid Bergman	https://www.imdb.com/title/tt0036855/	https://www.imdb.com/name/nm0000006/awards
268	1946	Mildred Pierce	Joan Crawford	https://www.imdb.com/title/tt0037913/	https://www.imdb.com/name/nm0001076/awards
269	1947	To Each His Own	Olivia de Havilland	https://www.imdb.com/title/tt0039040/	https://www.imdb.com/name/nm0000014/awards
270	1948	The Farmer's Daughter	Loretta Young	https://www.imdb.com/title/tt0039370/	https://www.imdb.com/name/nm0949835/awards
271	1949	Johnny Belinda	Jane Wyman	https://www.imdb.com/title/tt0040495/	https://www.imdb.com/name/nm0943837/awards
272	1950	The Heiress	Olivia de Havilland	https://www.imdb.com/title/tt0041452/	https://www.imdb.com/name/nm0000014/awards
273	1951	Born Yesterday	Judy Holliday	https://www.imdb.com/title/tt0042276/	https://www.imdb.com/name/nm0391062/awards
274	1952	A Streetcar Named Desire	Vivien Leigh	https://www.imdb.com/title/tt0044081/	https://www.imdb.com/name/nm0000046/awards
275	1953	Come Back, Little Sheba	Shirley Booth	https://www.imdb.com/title/tt0044509/	https://www.imdb.com/name/nm0095804/
276	1954	Roman Holiday	Audrey Hepburn	https://www.imdb.com/title/tt0046250/	https://www.imdb.com/name/nm0000030/awards
277	1955	The Country Girl	Grace Kelly	https://www.imdb.com/title/tt0046874/	https://www.imdb.com/name/nm0000038/awards
278	1956	The Rose Tattoo	Anna Magnani	https://www.imdb.com/title/tt0048563/	https://www.imdb.com/name/nm0536167/awards
279	1957	Anastasia	Ingrid Bergman	https://www.imdb.com/title/tt0048947/	https://www.imdb.com/name/nm0000006/awards
280	1958	The Three Faces of Eve	Joanne Woodward	https://www.imdb.com/title/tt0051077/	https://www.imdb.com/name/nm0940946/awards
281	1959	I Want To Live!	Susan Hayward	https://www.imdb.com/title/tt0051758/	https://www.imdb.com/name/nm0001333/awards
282	1960	Room at the Top	Simone Signoret	https://www.imdb.com/title/tt0053226/	https://www.imdb.com/name/nm0797531/awards
283	1961	Butterfield 8	Elizabeth Taylor	https://www.imdb.com/title/tt0053622/	https://www.imdb.com/name/nm0000072/awards
284	1962	Two Women	Sophia Loren	https://www.imdb.com/title/tt0054749/	https://www.imdb.com/name/nm0000047/awards
285	1963	The Miracle Worker	Anne Bancroft	https://www.imdb.com/title/tt0056241/	https://www.imdb.com/name/nm0000843/awards
286	1964	Hud	Patricia Neal	https://www.imdb.com/title/tt0057163/	https://www.imdb.com/name/nm0623658/
287	1965	Mary Poppins	Julie Andrews	https://www.imdb.com/title/tt0058331/	https://www.imdb.com/name/nm0000267/awards
288	1966	Darling	Julie Christie	https://www.imdb.com/title/tt0059084/	https://www.imdb.com/name/nm0001046/awards
289	1967	Who's Afraid of Virginia Woolf?	Elizabeth Taylor	https://www.imdb.com/title/tt0061184/	https://www.imdb.com/name/nm0000072/awards
290	1968	Guess Who's Coming to Dinner	Katharine Hepburn	https://www.imdb.com/title/tt0061735/	https://www.imdb.com/name/nm0000031/awards
291	1969	Funny Girl	Barbra Streisand	https://www.imdb.com/title/tt0062994/	https://www.imdb.com/name/nm0000659/awards
292	1969	The Lion in Winter	Katharine Hepburn	https://www.imdb.com/title/tt0063227/	https://www.imdb.com/name/nm0000031/awards
293	1970	The Prime of Miss Jean Brodie	Maggie Smith	https://www.imdb.com/title/tt0064840/	https://www.imdb.com/name/nm0001749/awards
294	1971	Women in Love	Glenda Jackson	https://www.imdb.com/title/tt0066579/	https://www.imdb.com/name/nm0413559/awards
295	1972	Klute	Jane Fonda	https://www.imdb.com/title/tt0067309/	https://www.imdb.com/name/nm0000404/awards
296	1973	Cabaret	Liza Minnelli	https://www.imdb.com/title/tt0068327/	https://www.imdb.com/name/nm0591485/
297	1974	A Touch of Class	Glenda Jackson	https://www.imdb.com/title/tt0070819/	https://www.imdb.com/name/nm0413559/awards
298	1975	Alice Doesn't Live Here Anymore	Ellen Burstyn	https://www.imdb.com/title/tt0071115/	https://www.imdb.com/name/nm0000995/awards
299	1976	One Flew Over the Cuckoo's Nest	Louise Fletcher	https://www.imdb.com/title/tt0073486/	https://www.imdb.com/name/nm0001221/awards
300	1977	Network	Faye Dunaway	https://www.imdb.com/title/tt0074958/	https://www.imdb.com/name/nm0001159/awards
301	1978	Annie Hall	Diane Keaton	https://www.imdb.com/title/tt0075686/	https://www.imdb.com/name/nm0000473/awards
302	1979	Coming Home	Jane Fonda	https://www.imdb.com/title/tt0077362/	https://www.imdb.com/name/nm0000404/awards
303	1980	Norma Rae	Sally Field	https://www.imdb.com/title/tt0079638/	https://www.imdb.com/name/nm0000398/awards
304	1981	Coal Miner's Daughter	Sissy Spacek	https://www.imdb.com/title/tt0080549/	https://www.imdb.com/name/nm0000651/awards
305	1982	On Golden Pond	Katharine Hepburn	https://www.imdb.com/title/tt0082846/	https://www.imdb.com/name/nm0000031/awards
306	1983	Sophie's Choice	Meryl Streep	https://www.imdb.com/title/tt0084707/	https://www.imdb.com/name/nm0000658/awards
307	1984	Terms of Endearment	Shirley MacLaine	https://www.imdb.com/title/tt0086425/	https://www.imdb.com/name/nm0000511/awards
308	1985	Places in the Heart	Sally Field	https://www.imdb.com/title/tt0087921/	https://www.imdb.com/name/nm0000398/awards
309	1986	The Trip to Bountiful	Geraldine Page	https://www.imdb.com/title/tt0090203/	https://www.imdb.com/name/nm0656183/awards
310	1987	Children of a Lesser God	Marlee Matlin	https://www.imdb.com/title/tt0090830/	https://www.imdb.com/name/nm0559144/
311	1988	Moonstruck	Cher	https://www.imdb.com/title/tt0093565/	https://www.imdb.com/name/nm0000333/awards
312	1989	The Accused	Jodie Foster	https://www.imdb.com/title/tt0094608/	https://www.imdb.com/name/nm0000149/awards
313	1990	Driving Miss Daisy	Jessica Tandy	https://www.imdb.com/title/tt0097239/	https://www.imdb.com/name/nm0001788/
314	1991	Misery	Kathy Bates	https://www.imdb.com/title/tt0100157/	https://www.imdb.com/name/nm0000870/awards
315	1992	The Silence of the Lambs	Jodie Foster	https://www.imdb.com/title/tt0102926/	https://www.imdb.com/name/nm0000149/awards
316	1993	Howards End	Emma Thompson	https://www.imdb.com/title/tt0104454/	https://www.imdb.com/name/nm0000668/awards
317	1994	The Piano	Holly Hunter	https://www.imdb.com/title/tt0107822/	https://www.imdb.com/name/nm0000456/awards
318	1995	Blue Sky	Jessica Lange	https://www.imdb.com/title/tt0109306/	https://www.imdb.com/name/nm0001448/awards
319	1996	Dead Man Walking	Susan Sarandon	https://www.imdb.com/title/tt0112818/	https://www.imdb.com/name/nm0000215/awards
320	1997	Fargo	Frances McDormand	https://www.imdb.com/title/tt0116282/	https://www.imdb.com/name/nm0000531/awards
321	1998	As Good As It Gets	Helen Hunt	https://www.imdb.com/title/tt0119822/	https://www.imdb.com/name/nm0000166/
322	1999	Shakespeare in Love	Gwyneth Paltrow	https://www.imdb.com/title/tt0138097/	https://www.imdb.com/name/nm0000569/awards
323	2000	Boys Don't Cry	Hilary Swank	https://www.imdb.com/title/tt0171804/	https://www.imdb.com/name/nm0005476/awards
324	2001	Erin Brockovich	Julia Roberts	https://www.imdb.com/title/tt0195685/	https://www.imdb.com/name/nm0000210/awards
325	2002	Monster's Ball	Halle Berry	https://www.imdb.com/title/tt0285742/	https://www.imdb.com/name/nm0000932/awards
326	2003	The Hours	Nicole Kidman	https://www.imdb.com/title/tt0274558/	https://www.imdb.com/name/nm0000173/awards
327	2004	Monster	Charlize Theron	https://www.imdb.com/title/tt0340855/	https://www.imdb.com/name/nm0000234/awards
328	2005	Million Dollar Baby	Hilary Swank	https://www.imdb.com/title/tt0405159/	https://www.imdb.com/name/nm0005476/awards
329	2006	Walk the Line	Reese Witherspoon	https://www.imdb.com/title/tt0358273/	https://www.imdb.com/name/nm0000702/awards
330	2007	The Queen	Helen Mirren	https://www.imdb.com/title/tt0436697/	https://www.imdb.com/name/nm0000545/awards
331	2008	The Passionate Life of Edith Piaf	Marion Cotillard	https://www.imdb.com/title/tt0450188/	https://www.imdb.com/name/nm0182839/awards
332	2009	The Reader	Kate Winslet	https://www.imdb.com/title/tt0976051/	https://www.imdb.com/name/nm0000701/awards
333	2010	The Blind Side	Sandra Bullock	https://www.imdb.com/title/tt0878804/	https://www.imdb.com/name/nm0000113/awards
334	2011	Black Swan	Natalie Portman	https://www.imdb.com/title/tt0947798/	https://www.imdb.com/name/nm0000204/awards
335	2012	The Iron Lady	Meryl Streep	https://www.imdb.com/title/tt1007029/	https://www.imdb.com/name/nm0000658/awards
336	2013	Silver Linings Playbook	Jennifer Lawrence	https://www.imdb.com/title/tt1045658/	https://www.imdb.com/name/nm2225369/awards
337	2014	Blue Jasmine	Cate Blanchett	https://www.imdb.com/title/tt2334873/	https://www.imdb.com/name/nm0000949/awards
338	1937	Anthony Adverse	Gale Sondergaard	https://www.imdb.com/title/tt0027300/	https://www.imdb.com/name/nm0814216/
339	1938	In Old Chicago	Alice Brady	https://www.imdb.com/title/tt0029047/	https://www.imdb.com/name/nm0103567/
340	1939	Jezebel	Fay Bainter	https://www.imdb.com/title/tt0030287/	https://www.imdb.com/name/nm0047810/
341	1940	Gone with the Wind	Hattie McDaniel	https://www.imdb.com/title/tt0031381/	https://www.imdb.com/name/nm0567408/
342	1941	The Grapes of Wrath	Jane Darwell	https://www.imdb.com/title/tt0032551/	https://www.imdb.com/name/nm0002034/
343	1942	The Great Lie	Mary Astor	https://www.imdb.com/title/tt0033677/	https://www.imdb.com/name/nm0000802/awards
344	1943	Mrs. Miniver	Teresa Wright	https://www.imdb.com/title/tt0035093/	https://www.imdb.com/name/nm0942863/
345	1944	For Whom the Bell Tolls	Katina Paxinou	https://www.imdb.com/title/tt0035896/	https://www.imdb.com/name/nm0668093/
346	1945	None but the Lonely Heart	Ethel Barrymore	https://www.imdb.com/title/tt0037135/	https://www.imdb.com/name/nm0000856/awards
347	1946	National Velvet	Anne Revere	https://www.imdb.com/title/tt0037120/	https://www.imdb.com/name/nm0720843/
348	1947	The Razor's Edge	Anne Baxter	https://www.imdb.com/title/tt0038873/	https://www.imdb.com/name/nm0000879/awards
349	1948	Gentleman's Agreement	Celeste Holm	https://www.imdb.com/title/tt0039416/	https://www.imdb.com/name/nm0002141/
350	1949	Key Largo	Claire Trevor	https://www.imdb.com/title/tt0040506/	https://www.imdb.com/name/nm0872456/
351	1950	All the King's Men	Mercedes McCambridge	https://www.imdb.com/title/tt0041113/	https://www.imdb.com/name/nm0564790/
352	1951	Harvey	Josephine Hull	https://www.imdb.com/title/tt0042546/	https://www.imdb.com/name/nm0401449/
353	1952	A Streetcar Named Desire	Kim Hunter	https://www.imdb.com/title/tt0044081/	https://www.imdb.com/name/nm0001375/
354	1953	The Bad and the Beautiful	Gloria Grahame	https://www.imdb.com/title/tt0044391/	https://www.imdb.com/name/nm0002108/awards
355	1954	From Here to Eternity	Donna Reed	https://www.imdb.com/title/tt0045793/	https://www.imdb.com/name/nm0001656/awards
356	1955	On the Waterfront	Eva Marie Saint	https://www.imdb.com/title/tt0047296/	https://www.imdb.com/name/nm0001693/
357	1956	East of Eden	Jo Van Fleet	https://www.imdb.com/title/tt0048028/	https://www.imdb.com/name/nm0886888/awards
358	1957	Written on the Wind	Dorothy Malone	https://www.imdb.com/title/tt0049966/	https://www.imdb.com/name/nm0540416/awards
359	1958	Sayonara	Miyoshi Umeki	https://www.imdb.com/title/tt0050933/	https://www.imdb.com/name/nm0880855/
360	1959	Separate Tables	Wendy Hiller	https://www.imdb.com/title/tt0052182/	https://www.imdb.com/name/nm0384908/awards
361	1960	The Diary of Anne Frank	Shelley Winters	https://www.imdb.com/title/tt0052738/	https://www.imdb.com/name/nm0001859/awards
362	1961	Elmer Gantry	Shirley Jones	https://www.imdb.com/title/tt0053793/	https://www.imdb.com/name/nm0429250/awards
363	1962	West Side Story	Rita Moreno	https://www.imdb.com/title/tt0055614/	https://www.imdb.com/name/nm0001549/
364	1963	The Miracle Worker	Patty Duke	https://www.imdb.com/title/tt0056241/	https://www.imdb.com/name/nm0001157/
365	1964	the V.I.P.s	Margaret Rutherford	https://www.imdb.com/title/tt0057634/	https://www.imdb.com/name/nm0751983/
366	1965	Zorba the Greek	Lila Kedrova	https://www.imdb.com/title/tt0057831/	https://www.imdb.com/name/nm0444321/
367	1966	A Patch of Blue	Shelley Winters	https://www.imdb.com/title/tt0059573/	https://www.imdb.com/name/nm0001859/awards
368	1967	Who's Afraid of Virginia Woolf?	Sandy Dennis	https://www.imdb.com/title/tt0061184/	https://www.imdb.com/name/nm0006800/
369	1968	Bonnie and Clyde	Estelle Parsons	https://www.imdb.com/title/tt0061418/	https://www.imdb.com/name/nm0663820/
370	1969	Rosemary's Baby	Ruth Gordon	https://www.imdb.com/title/tt0063522/	https://www.imdb.com/name/nm0002106/awards
371	1970	Cactus Flower	Goldie Hawn	https://www.imdb.com/title/tt0064117/	https://www.imdb.com/name/nm0000443/awards
372	1971	Airport	Helen Hayes	https://www.imdb.com/title/tt0065377/	https://www.imdb.com/name/nm0371040/awards
373	1972	The Last Picture Show	Cloris Leachman	https://www.imdb.com/title/tt0067328/	https://www.imdb.com/name/nm0001458/awards
374	1973	Butterflies Are Free	Eileen Heckart	https://www.imdb.com/title/tt0068326/	https://www.imdb.com/name/nm0373012/
375	1974	Paper Moon	Tatum O'Neal	https://www.imdb.com/title/tt0070510/	https://www.imdb.com/name/nm0001575/
376	1975	Murder on the Orient Express	Ingrid Bergman	https://www.imdb.com/title/tt0071877/	https://www.imdb.com/name/nm0000006/awards
377	1976	Shampoo	Lee Grant	https://www.imdb.com/title/tt0073692/	https://www.imdb.com/name/nm0335519/awards
378	1977	Network	Beatrice Straight	https://www.imdb.com/title/tt0074958/	https://www.imdb.com/name/nm0833152/
379	1978	Julia	Vanessa Redgrave	https://www.imdb.com/title/tt0076245/	https://www.imdb.com/name/nm0000603/awards
380	1979	California Suite	Maggie Smith	https://www.imdb.com/title/tt0077289/	https://www.imdb.com/name/nm0001749/awards
381	1980	Kramer vs. Kramer	Meryl Streep	https://www.imdb.com/title/tt0079417/	https://www.imdb.com/name/nm0000658/awards
382	1981	Melvin and Howard	Mary Steenburgen	https://www.imdb.com/title/tt0081150/	https://www.imdb.com/name/nm0005460/awards
383	1982	Reds	Maureen Stapleton	https://www.imdb.com/title/tt0082979/	https://www.imdb.com/name/nm0822972/
384	1983	Tootsie	Jessica Lange	https://www.imdb.com/title/tt0084805/	https://www.imdb.com/name/nm0001448/awards
385	1984	The Year of Living Dangerously	Linda Hunt	https://www.imdb.com/title/tt0086617/	https://www.imdb.com/name/nm0001373/awards
386	1985	A Passage to India	Peggy Ashcroft	https://www.imdb.com/title/tt0087892/	https://www.imdb.com/name/nm0001919/
387	1986	Prizzi's Honor	Anjelica Huston	https://www.imdb.com/title/tt0089841/	https://www.imdb.com/name/nm0001378/awards
388	1987	Hannah and Her Sisters	Dianne Wiest	https://www.imdb.com/title/tt0091167/	https://www.imdb.com/name/nm0001848/awards
389	1988	Moonstruck	Olympia Dukakis	https://www.imdb.com/title/tt0093565/	https://www.imdb.com/name/nm0001156/
390	1989	The Accidental Tourist	Geena Davis	https://www.imdb.com/title/tt0094606/	https://www.imdb.com/name/nm0000133/awards
391	1990	My Left Foot	Brenda Fricker	https://www.imdb.com/title/tt0097937/	https://www.imdb.com/name/nm0002084/
392	1991	Ghost	Whoopi Goldberg	https://www.imdb.com/title/tt0099653/	https://www.imdb.com/name/nm0000155/awards
393	1992	The Fisher King	Mercedes Ruehl	https://www.imdb.com/title/tt0101889/	https://www.imdb.com/name/nm0001689/awards
394	1993	My Cousin Vinny	Marisa Tomei	https://www.imdb.com/title/tt0104952/	https://www.imdb.com/name/nm0000673/
395	1994	The Piano	Anna Paquin	https://www.imdb.com/title/tt0107822/	https://www.imdb.com/name/nm0001593/
396	1995	Bullets Over Broadway	Dianne Wiest	https://www.imdb.com/title/tt0109348/	https://www.imdb.com/name/nm0001848/awards
397	1996	Mighty Aphrodite	Mira Sorvino	https://www.imdb.com/title/tt0113819/	https://www.imdb.com/name/nm0000227/
398	1997	The English Patient	Juliette Binoche	https://www.imdb.com/title/tt0116209/	https://www.imdb.com/name/nm0000300/awards
399	1998	L.A. Confidential	Kim Basinger	https://www.imdb.com/title/tt0119488/	https://www.imdb.com/name/nm0000107/awards
400	1999	Shakespeare in Love	Judi Dench	https://www.imdb.com/title/tt0138097/	https://www.imdb.com/name/nm0001132/awards
401	2000	Girl, Interrupted	Angelina Jolie	https://www.imdb.com/title/tt0172493/	https://www.imdb.com/name/nm0001401/awards
402	2001	Pollock	Marcia Gay Harden	https://www.imdb.com/title/tt0183659/	https://www.imdb.com/name/nm0001315/awards
403	2002	A Beautiful Mind	Jennifer Connelly	https://www.imdb.com/title/tt0268978/	https://www.imdb.com/name/nm0000124/awards
404	2003	Chicago	Catherine Zeta-Jones	https://www.imdb.com/title/tt0299658/	https://www.imdb.com/name/nm0001876/awards
405	2004	Cold Mountain	RenÌ©e Zellweger	https://www.imdb.com/title/tt0159365/	https://www.imdb.com/name/nm0000250/
406	2005	The Aviator	Cate Blanchett	https://www.imdb.com/title/tt0338751/	https://www.imdb.com/name/nm0000949/awards
407	2006	The Constant Gardener	Rachel Weisz	https://www.imdb.com/title/tt0387131/	https://www.imdb.com/name/nm0001838/awards
408	2007	Dreamgirls	Jennifer Hudson	https://www.imdb.com/title/tt0443489/	https://www.imdb.com/name/nm1617685/awards
409	2007	Michael Clayton	Tilda Swinton	https://www.imdb.com/title/tt0465538/	https://www.imdb.com/name/nm0842770/awards
410	2009	Vicky Cristina Barcelona	Penelope Cruz	https://www.imdb.com/title/tt0497465/	https://www.imdb.com/name/nm0004851/awards
411	2010	Precious	Mo'Nique	https://www.imdb.com/title/tt0929632/	https://www.imdb.com/name/nm0594898/awards
412	2011	The Fighter	Melissa Leo	https://www.imdb.com/title/tt0964517/	https://www.imdb.com/name/nm0502425/
413	2012	The Help	Octavia Spencer	https://www.imdb.com/title/tt1454029/	https://www.imdb.com/name/nm0818055/awards
414	2013	Les MisÌ©rables	Anne Hathaway	https://www.imdb.com/title/tt1707386/	https://www.imdb.com/name/nm0004266/awards
415	2014	12 Years a Slave	Lupita Nyong'o	https://www.imdb.com/title/tt2024544/	https://www.imdb.com/name/nm2143282/
416	1961	The Apartment	Billy Wilder	https://www.imdb.com/title/tt0053604/	https://www.imdb.com/name/nm0000697/awards
417	1941	Kitty Foyle	Ginger Rogers	https://www.imdb.com/title/tt0032671/	https://www.imdb.com/name/nm0001677/awards
418	1994	Philadelphia	Tom Hanks	https://www.imdb.com/title/tt0107818/	https://www.imdb.com/name/nm0000158/awards
419	1979	The Deer Hunter	Michael Cimino	https://www.imdb.com/title/tt0077416/	https://www.imdb.com/name/nm0001047/awards
420	1942	The Great Lie	Mary Astor	https://www.imdb.com/title/tt0033677/	https://www.imdb.com/name/nm0000802/awards
421	2000	Girl, Interrupted	Angelina Jolie	https://www.imdb.com/title/tt0172493/	https://www.imdb.com/name/nm0001401/awards
422	1976	Shampoo	Lee Grant	https://www.imdb.com/title/tt0073692/	https://www.imdb.com/name/nm0335519/awards
423	1946	National Velvet	Anne Revere	https://www.imdb.com/title/tt0037120/	https://www.imdb.com/name/nm0720843/
424	1977	Network	Faye Dunaway	https://www.imdb.com/title/tt0074958/	https://www.imdb.com/name/nm0001159/awards
425	1943	Johnny Eager	Van Heflin	https://www.imdb.com/title/tt0033774/	https://www.imdb.com/name/nm0001336/awards
426	1958	The Three Faces of Eve	Joanne Woodward	https://www.imdb.com/title/tt0051077/	https://www.imdb.com/name/nm0940946/awards
427	1953	High Noon	Gary Cooper	https://www.imdb.com/title/tt0044706/	https://www.imdb.com/name/nm0000011/awards
428	1967	Who's Afraid of Virginia Woolf?	Elizabeth Taylor	https://www.imdb.com/title/tt0061184/	https://www.imdb.com/name/nm0000072/awards
429	2005	Million Dollar Baby	Hilary Swank	https://www.imdb.com/title/tt0405159/	https://www.imdb.com/name/nm0005476/awards
430	2005	Million Dollar Baby	Hilary Swank	https://www.imdb.com/title/tt0405159/	https://www.imdb.com/name/nm0005476/awards
431	1999	Shakespeare in Love	Gwyneth Paltrow	https://www.imdb.com/title/tt0138097/	https://www.imdb.com/name/nm0000569/awards
432	1969	The Subject Was Roses	Jack Albertson	https://www.imdb.com/title/tt0063654/	https://www.imdb.com/name/nm0016776/
433	2010	Precious	Mo'Nique	https://www.imdb.com/title/tt0929632/	https://www.imdb.com/name/nm0594898/awards
434	2001	Pollock	Marcia Gay Harden	https://www.imdb.com/title/tt0183659/	https://www.imdb.com/name/nm0001315/awards
435	1970	The Prime of Miss Jean Brodie	Maggie Smith	https://www.imdb.com/title/tt0064840/	https://www.imdb.com/name/nm0001749/awards
436	2006	The Constant Gardener	Rachel Weisz	https://www.imdb.com/title/tt0387131/	https://www.imdb.com/name/nm0001838/awards
437	2009	Slumdog Millionaire	Danny Boyle	https://www.imdb.com/title/tt1010048/	https://www.imdb.com/name/nm0000965/awards
438	1977	All the President's Men	Jason Robards	https://www.imdb.com/title/tt0074119/	https://www.imdb.com/name/nm0001673/awards
439	1999	Affliction	James Coburn	https://www.imdb.com/title/tt0118564/	https://www.imdb.com/name/nm0000336/awards
440	1949	The Treasure of the Sierra Madre	John Huston	https://www.imdb.com/title/tt0040897/	https://www.imdb.com/name/nm0001379/awards
