,Person,Date of birth,Birthplace,Country of birth,Award,Edition,Movie,Year of award,Bio NNDB,Bio IMDb,Bio Wikipedia,imdbID,movieID,movie_IMDB_Link
177,Walter Murch,1943-07-12,New York City,United States of America,Best Film Editing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
178,Walter Murch,1943-07-12,New York City,United States of America,Best Film Editing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
179,Walter Murch,1943-07-12,New York City,United States of America,Best Sound Mixing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
180,Walter Murch,1943-07-12,New York City,United States of America,Best Sound Mixing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
181,Walter Murch,1943-07-12,New York City,United States of America,Best Sound Mixing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
182,Walter Murch,1943-07-12,New York City,United States of America,Best Sound Mixing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
183,Walter Murch,1943-07-12,New York City,United States of America,Best Sound Mixing,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0004555,https://en.wikipedia.org/wiki/Walter_Murch,nm0004555,tt0116209,https://www.imdb.com/title/tt0116209/
184,Juliette Binoche,1964-03-09,Paris,France,Best Supporting Actress,69th Academy Awards,The English Patient,1996,https://www.nndb.com/people/970/000025895,https://www.imdb.com/name/nm0000300,https://en.wikipedia.org/wiki/Juliette_Binoche,nm0000300,tt0116209,https://www.imdb.com/title/tt0116209/
185,Juliette Binoche,1964-03-09,Paris,France,Best Supporting Actress,69th Academy Awards,The English Patient,1996,https://www.nndb.com/people/970/000025895,https://www.imdb.com/name/nm0000300,https://en.wikipedia.org/wiki/Juliette_Binoche,nm0000300,tt0116209,https://www.imdb.com/title/tt0116209/
186,Juliette Binoche,1964-03-09,Paris,France,Best Supporting Actress,69th Academy Awards,The English Patient,1996,https://www.nndb.com/people/970/000025895,https://www.imdb.com/name/nm0000300,https://en.wikipedia.org/wiki/Juliette_Binoche,nm0000300,tt0116209,https://www.imdb.com/title/tt0116209/
187,Juliette Binoche,1964-03-09,Paris,France,Best Supporting Actress,69th Academy Awards,The English Patient,1996,https://www.nndb.com/people/970/000025895,https://www.imdb.com/name/nm0000300,https://en.wikipedia.org/wiki/Juliette_Binoche,nm0000300,tt0116209,https://www.imdb.com/title/tt0116209/
188,Juliette Binoche,1964-03-09,Paris,France,Best Supporting Actress,69th Academy Awards,The English Patient,1996,https://www.nndb.com/people/970/000025895,https://www.imdb.com/name/nm0000300,https://en.wikipedia.org/wiki/Juliette_Binoche,nm0000300,tt0116209,https://www.imdb.com/title/tt0116209/
189,Gabriel Yared,1949-10-07,Beirut,Lebanon,Best Original Dramatic Score,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0001189,https://en.wikipedia.org/wiki/Gabriel_Yared,nm0001189,tt0116209,https://www.imdb.com/title/tt0116209/
190,Gabriel Yared,1949-10-07,Beirut,Lebanon,Best Original Dramatic Score,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0001189,https://en.wikipedia.org/wiki/Gabriel_Yared,nm0001189,tt0116209,https://www.imdb.com/title/tt0116209/
191,Gabriel Yared,1949-10-07,Beirut,Lebanon,Best Original Dramatic Score,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0001189,https://en.wikipedia.org/wiki/Gabriel_Yared,nm0001189,tt0116209,https://www.imdb.com/title/tt0116209/
192,Gabriel Yared,1949-10-07,Beirut,Lebanon,Best Original Dramatic Score,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0001189,https://en.wikipedia.org/wiki/Gabriel_Yared,nm0001189,tt0116209,https://www.imdb.com/title/tt0116209/
193,Gabriel Yared,1949-10-07,Beirut,Lebanon,Best Original Dramatic Score,69th Academy Awards,The English Patient,1996,,https://www.imdb.com/name/nm0001189,https://en.wikipedia.org/wiki/Gabriel_Yared,nm0001189,tt0116209,https://www.imdb.com/title/tt0116209/
194,Claire Simpson,2000-01-01,,,Best Film Editing,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0800943,https://en.wikipedia.org/wiki/Claire_Simpson,nm0800943,tt0091763,https://www.imdb.com/title/tt0091763/
195,Claire Simpson,2000-01-01,,,Best Film Editing,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0800943,https://en.wikipedia.org/wiki/Claire_Simpson,nm0800943,tt0091763,https://www.imdb.com/title/tt0091763/
196,Claire Simpson,2000-01-01,,,Best Film Editing,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0800943,https://en.wikipedia.org/wiki/Claire_Simpson,nm0800943,tt0091763,https://www.imdb.com/title/tt0091763/
197,Oliver Stone,1946-09-15,New York City,United States of America,Best Director,59th Academy Awards,Platoon,1986,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0091763,https://www.imdb.com/title/tt0091763/
198,Oliver Stone,1946-09-15,New York City,United States of America,Best Director,59th Academy Awards,Platoon,1986,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0091763,https://www.imdb.com/title/tt0091763/
199,Oliver Stone,1946-09-15,New York City,United States of America,Best Director,59th Academy Awards,Platoon,1986,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0091763,https://www.imdb.com/title/tt0091763/
200,Arnold Kopelson,1935-02-14,New York City,United States of America,Best Picture,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0465745,https://en.wikipedia.org/wiki/Arnold_Kopelson,nm0465745,tt0091763,https://www.imdb.com/title/tt0091763/
201,Arnold Kopelson,1935-02-14,New York City,United States of America,Best Picture,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0465745,https://en.wikipedia.org/wiki/Arnold_Kopelson,nm0465745,tt0091763,https://www.imdb.com/title/tt0091763/
202,Arnold Kopelson,1935-02-14,New York City,United States of America,Best Picture,59th Academy Awards,Platoon,1986,,https://www.imdb.com/name/nm0465745,https://en.wikipedia.org/wiki/Arnold_Kopelson,nm0465745,tt0091763,https://www.imdb.com/title/tt0091763/
203,Matthew McConaughey,1969-11-04,Uvalde,United States of America,Best Actor,86th Academy Awards,Dallas Buyers Club,2014,https://www.nndb.com/people/583/000023514,https://www.imdb.com/name/nm0000190,https://en.wikipedia.org/wiki/Matthew_McConaughey,nm0000190,tt0790636,https://www.imdb.com/title/tt0790636/
204,Natalie Portman,1981-06-09,Jerusalem,Israel,Best Actress,83rd Academy Awards,Black Swan,2011,https://www.nndb.com/people/040/000022971,https://www.imdb.com/name/nm0000204,https://en.wikipedia.org/wiki/Natalie_Portman,nm0000204,tt0947798,https://www.imdb.com/title/tt0947798/
205,Ingrid Bergman,1915-08-29,Hedvig Eleonora församling,Sweden,Best Supporting Actress,47th Academy Awards,Murder on the Orient Express,1974,https://www.nndb.com/people/836/000024764,https://www.imdb.com/name/nm0000006,https://en.wikipedia.org/wiki/Ingrid_Bergman,nm0000006,tt0071877,https://www.imdb.com/title/tt0071877/
206,Gustavo Santaolalla,1951-08-19,"El Palomar, Buenos Aires",Argentina,Best Original Score,79th Academy Awards,Babel,2006,,https://www.imdb.com/name/nm0763395,https://en.wikipedia.org/wiki/Gustavo_Santaolalla,nm0763395,tt0826037,https://www.imdb.com/title/tt0826037/
207,Walter Brennan,1894-07-25,Lynn,United States of America,Best Supporting Actor,11th Academy Awards,Kentucky,1938,https://www.nndb.com/people/347/000032251,https://www.imdb.com/name/nm0000974,https://en.wikipedia.org/wiki/Walter_Brennan,nm0000974,tt0028745,https://www.imdb.com/title/tt0028745/
208,Gary Oldman,1958-03-21,London,United Kingdom,Best Actor,90th Academy Awards,Darkest Hour,2018,https://www.nndb.com/people/550/000022484,https://www.imdb.com/name/nm0000198,https://en.wikipedia.org/wiki/Gary_Oldman,nm0000198,tt4555426,https://www.imdb.com/title/tt4555426/
209,Hilary Swank,1974-07-30,Lincoln,United States of America,Best Actress,72nd Academy Awards,Boys Don't Cry,1999,https://www.nndb.com/people/333/000026255,https://www.imdb.com/name/nm0005476,https://en.wikipedia.org/wiki/Hilary_Swank,nm0005476,tt0171804,https://www.imdb.com/title/tt0171804/
210,Diablo Cody,1978-06-14,Lemont,United States of America,"Best Writing, Original Screenplay",80th Academy Awards,Juno,2008,https://www.nndb.com/people/813/000165318,https://www.imdb.com/name/nm1959505,https://en.wikipedia.org/wiki/Diablo_Cody,nm1959505,tt0467406,https://www.imdb.com/title/tt0467406/
211,Stanley Kubrick,1928-07-26,The Bronx,United States of America,Best Visual Effects,41st Academy Awards,2001: A Space Odyssey,1968,https://www.nndb.com/people/475/000022409,https://www.imdb.com/name/nm0000040,https://en.wikipedia.org/wiki/Stanley_Kubrick,nm0000040,tt0062622,https://www.imdb.com/title/tt0062622/
212,Ruth Prawer Jhabvala,1927-05-07,Cologne,Germany,"Best Writing, Adapted Screenplay",65th Academy Awards,Howards End,1993,https://www.nndb.com/people/247/000104932,https://www.imdb.com/name/nm0695609,https://en.wikipedia.org/wiki/Ruth_Prawer_Jhabvala,nm0695609,tt0104454,https://www.imdb.com/title/tt0104454/
213,Jason Robards,1922-07-26,Chicago,United States of America,Best Supporting Actor,49th Academy Awards,All the President's Men,1976,https://www.nndb.com/people/224/000032128,https://www.imdb.com/name/nm0001673,https://en.wikipedia.org/wiki/Jason_Robards,nm0001673,tt0074119,https://www.imdb.com/title/tt0074119/
214,Ron Howard,1954-03-01,Duncan,United States of America,Best Director,74th Academy Awards,A Beautiful Mind,2002,https://www.nndb.com/people/365/000025290,https://www.imdb.com/name/nm0000165,https://en.wikipedia.org/wiki/Ron_Howard,nm0000165,tt0268978,https://www.imdb.com/title/tt0268978/
215,Ron Howard,1954-03-01,Duncan,United States of America,Best Director,74th Academy Awards,A Beautiful Mind,2002,https://www.nndb.com/people/365/000025290,https://www.imdb.com/name/nm0000165,https://en.wikipedia.org/wiki/Ron_Howard,nm0000165,tt0268978,https://www.imdb.com/title/tt0268978/
216,Jennifer Connelly,1970-12-12,Cairo,United States of America,Best Supporting Actress,74th Academy Awards,A Beautiful Mind,2002,https://www.nndb.com/people/240/000026162,https://www.imdb.com/name/nm0000124,https://en.wikipedia.org/wiki/Jennifer_Connelly,nm0000124,tt0268978,https://www.imdb.com/title/tt0268978/
217,Jennifer Connelly,1970-12-12,Cairo,United States of America,Best Supporting Actress,74th Academy Awards,A Beautiful Mind,2002,https://www.nndb.com/people/240/000026162,https://www.imdb.com/name/nm0000124,https://en.wikipedia.org/wiki/Jennifer_Connelly,nm0000124,tt0268978,https://www.imdb.com/title/tt0268978/
218,Mary Pickford,1892-04-08,Toronto,Canada,Best Actress,2nd Academy Awards,Coquette,1929,https://www.nndb.com/people/683/000042557,https://www.imdb.com/name/nm0681933,https://en.wikipedia.org/wiki/Mary_Pickford,nm0681933,tt0019788,https://www.imdb.com/title/tt0019788/
219,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
220,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
221,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
222,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
223,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
224,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
225,Haing S. Ngor,1940-03-22,French Indochina,Tonkin,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
226,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
227,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
228,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
229,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
230,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
231,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
232,Haing S. Ngor,1940-03-22,French Indochina,Guangzhouwan,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
233,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
234,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
235,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
236,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
237,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
238,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
239,Haing S. Ngor,1940-03-22,French Indochina,Annam,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
240,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
241,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
242,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
243,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
244,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
245,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
246,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Cambodia,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
247,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
248,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
249,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
250,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
251,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
252,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
253,Haing S. Ngor,1940-03-22,French Indochina,Cochinchina,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
254,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
255,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
256,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
257,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
258,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
259,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
260,Chris Menges,1940-09-15,Kington,United Kingdom,Best Cinematography,57th Academy Awards,The Killing Fields,1984,,https://www.imdb.com/name/nm0579580,https://en.wikipedia.org/wiki/Chris_Menges,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/
261,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
262,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
263,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
264,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
265,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
266,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
267,Haing S. Ngor,1940-03-22,French Indochina,French Protectorate of Laos,Best Supporting Actor,57th Academy Awards,The Killing Fields,1984,https://www.nndb.com/people/093/000063901,https://www.imdb.com/name/nm0628955,https://en.wikipedia.org/wiki/Haing_S._Ngor,nm0628955,tt0087553,https://www.imdb.com/title/tt0087553/
268,Bong Joon-ho,1969-09-14,Daegu,South Korea,Best Director,92nd Academy Awards,Parasite,2019,,https://www.imdb.com/name/nm0094435,https://en.wikipedia.org/wiki/Bong_Joon-ho,nm0094435,tt6751668,https://www.imdb.com/title/tt6751668/
269,Mel Brooks,1926-06-28,Brooklyn,United States of America,"Best Writing, Original Screenplay",41st Academy Awards,The Producers,1968,https://www.nndb.com/people/542/000022476,https://www.imdb.com/name/nm0000316,https://en.wikipedia.org/wiki/Mel_Brooks,nm0000316,tt0063462,https://www.imdb.com/title/tt0063462/
270,Kevin Kline,1947-10-24,St. Louis,United States of America,Best Supporting Actor,61st Academy Awards,A Fish Called Wanda,1988,https://www.nndb.com/people/819/000024747,https://www.imdb.com/name/nm0000177,https://en.wikipedia.org/wiki/Kevin_Kline,nm0000177,tt0095159,https://www.imdb.com/title/tt0095159/
