,Person,Date of birth,Birthplace,Country of birth,Award,Edition,Movie,Year of award,Bio NNDB,Bio IMDb,Bio Wikipedia,imdbID,movieID,movie_IMDB_Link
520,Hal Pereira,1905-04-29,Chicago,United States of America,"Best Art Direction, Black and White",28th Academy Awards,The Rose Tattoo,1956,,https://www.imdb.com/name/nm0673134,https://en.wikipedia.org/wiki/Hal_Pereira,nm0673134,tt0048563,https://www.imdb.com/title/tt0048563/
521,John Weldon,1945-05-11,Belleville,Canada,Best Animated Short Film,51st Academy Awards,Special Delivery,1979,,https://www.imdb.com/name/nm0919732,https://en.wikipedia.org/wiki/John_Weldon_(animator),nm0919732,tt0206312,https://www.imdb.com/title/tt0206312/
522,Ian Hunter,2000-01-01,,,Best Visual Effects,87th Academy Awards,Interstellar,2015,,https://www.imdb.com/name/nm0402843,https://en.wikipedia.org/wiki/Ian_Hunter_(visual_effects_supervisor),nm0402843,tt0816692,https://www.imdb.com/title/tt0816692/
523,Jon Voight,1938-12-29,Yonkers,United States of America,Best Actor,51st Academy Awards,Coming Home,1978,https://www.nndb.com/people/060/000023988,https://www.imdb.com/name/nm0000685,https://en.wikipedia.org/wiki/Jon_Voight,nm0000685,tt0077362,https://www.imdb.com/title/tt0077362/
524,Jon Voight,1938-12-29,Yonkers,United States of America,Best Actor,51st Academy Awards,Coming Home,1978,https://www.nndb.com/people/060/000023988,https://www.imdb.com/name/nm0000685,https://en.wikipedia.org/wiki/Jon_Voight,nm0000685,tt0077362,https://www.imdb.com/title/tt0077362/
525,Jane Fonda,1937-12-21,New York City,United States of America,Best Actress,51st Academy Awards,Coming Home,1978,https://www.nndb.com/people/637/000022571,https://www.imdb.com/name/nm0000404,https://en.wikipedia.org/wiki/Jane_Fonda,nm0000404,tt0077362,https://www.imdb.com/title/tt0077362/
526,Jane Fonda,1937-12-21,New York City,United States of America,Best Actress,51st Academy Awards,Coming Home,1978,https://www.nndb.com/people/637/000022571,https://www.imdb.com/name/nm0000404,https://en.wikipedia.org/wiki/Jane_Fonda,nm0000404,tt0077362,https://www.imdb.com/title/tt0077362/
527,Oliver Stone,1946-09-15,New York City,United States of America,"Best Writing, Adapted Screenplay",51st Academy Awards,Midnight Express,1978,https://www.nndb.com/people/545/000022479,https://www.imdb.com/name/nm0000231,https://en.wikipedia.org/wiki/Oliver_Stone,nm0000231,tt0077928,https://www.imdb.com/title/tt0077928/
528,Fredric March,1897-08-31,Racine,United States of America,Best Actor,19th Academy Awards,The Best Years of Our Lives,1946,https://www.nndb.com/people/255/000043126,https://www.imdb.com/name/nm0545298,https://en.wikipedia.org/wiki/Fredric_March,nm0545298,tt0036868,https://www.imdb.com/title/tt0036868/
529,Fredric March,1897-08-31,Racine,United States of America,Best Actor,19th Academy Awards,The Best Years of Our Lives,1946,https://www.nndb.com/people/255/000043126,https://www.imdb.com/name/nm0545298,https://en.wikipedia.org/wiki/Fredric_March,nm0545298,tt0036868,https://www.imdb.com/title/tt0036868/
530,Harold Russell,1914-01-14,Sydney,Canada,Best Supporting Actor,19th Academy Awards,The Best Years of Our Lives,1946,https://www.nndb.com/people/124/000063932,https://www.imdb.com/name/nm0751174,https://en.wikipedia.org/wiki/Harold_Russell,nm0751174,tt0036868,https://www.imdb.com/title/tt0036868/
531,Harold Russell,1914-01-14,Sydney,Canada,Best Supporting Actor,19th Academy Awards,The Best Years of Our Lives,1946,https://www.nndb.com/people/124/000063932,https://www.imdb.com/name/nm0751174,https://en.wikipedia.org/wiki/Harold_Russell,nm0751174,tt0036868,https://www.imdb.com/title/tt0036868/
532,Elia Kazan,1909-09-07,Constantinople,Latin Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
533,Elia Kazan,1909-09-07,Constantinople,Latin Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
534,Elia Kazan,1909-09-07,Constantinople,Latin Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
535,Elia Kazan,1909-09-07,Constantinople,Byzantine Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
536,Elia Kazan,1909-09-07,Constantinople,Byzantine Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
537,Elia Kazan,1909-09-07,Constantinople,Byzantine Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
538,Elia Kazan,1909-09-07,Constantinople,Ottoman Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
539,Elia Kazan,1909-09-07,Constantinople,Ottoman Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
540,Elia Kazan,1909-09-07,Constantinople,Ottoman Empire,Best Director,20th Academy Awards,Gentleman's Agreement,1947,https://www.nndb.com/people/537/000026459,https://www.imdb.com/name/nm0001415,https://en.wikipedia.org/wiki/Elia_Kazan,nm0001415,tt0039416,https://www.imdb.com/title/tt0039416/
541,Meryl Streep,1949-06-22,Summit,United States of America,Best Actress,55th Academy Awards,Sophie's Choice,1983,https://www.nndb.com/people/001/000024926,https://www.imdb.com/name/nm0000658,https://en.wikipedia.org/wiki/Meryl_Streep,nm0000658,tt0084707,https://www.imdb.com/title/tt0084707/
542,Olivia de Havilland,1916-07-01,Tokyo,Japan,Best Actress,22nd Academy Awards,The Heiress,1949,https://www.nndb.com/people/741/000022675,https://www.imdb.com/name/nm0000014,https://en.wikipedia.org/wiki/Olivia_de_Havilland,nm0000014,tt0041452,https://www.imdb.com/title/tt0041452/
543,Colleen Atwood,1948-09-25,Yakima,United States of America,Best Costume Design,89th Academy Awards,Fantastic Beasts and Where to Find Them,2017,https://www.nndb.com/people/928/000031835,https://www.imdb.com/name/nm0041181,https://en.wikipedia.org/wiki/Colleen_Atwood,nm0041181,tt3183660,https://www.imdb.com/title/tt3183660/
544,Colleen Atwood,1948-09-25,Yakima,United States of America,Best Costume Design,78th Academy Awards,Memoirs of a Geisha,2005,https://www.nndb.com/people/928/000031835,https://www.imdb.com/name/nm0041181,https://en.wikipedia.org/wiki/Colleen_Atwood,nm0041181,tt0397535,https://www.imdb.com/title/tt0397535/
545,Colleen Atwood,1948-09-25,Yakima,United States of America,Best Costume Design,83rd Academy Awards,Alice in Wonderland,2010,https://www.nndb.com/people/928/000031835,https://www.imdb.com/name/nm0041181,https://en.wikipedia.org/wiki/Colleen_Atwood,nm0041181,tt1477655,https://www.imdb.com/title/tt1477655/
546,George Sanders,1906-07-03,Saint Petersburg,Russia,Best Supporting Actor,23rd Academy Awards,All About Eve,1950,https://www.nndb.com/people/728/000043599,https://www.imdb.com/name/nm0001695,https://en.wikipedia.org/wiki/George_Sanders,nm0001695,tt0042192,https://www.imdb.com/title/tt0042192/
547,Costa-Gavras,1933-02-12,Iraia,Greece,"Best Writing, Adapted Screenplay",55th Academy Awards,Missing,1982,https://www.nndb.com/people/920/000115575,https://www.imdb.com/name/nm0002020,https://en.wikipedia.org/wiki/Costa-Gavras,nm0002020,tt0084335,https://www.imdb.com/title/tt0084335/
548,Billy Williams,1929-06-03,Walthamstow,United Kingdom,Best Cinematography,55th Academy Awards,Gandhi,1982,,https://www.imdb.com/name/nm0930119,https://en.wikipedia.org/wiki/Billy_Williams_(cinematographer),nm0930119,tt0083987,https://www.imdb.com/title/tt0083987/
549,Arthur Cohn,1927-02-04,Basel,Switzerland,Best Documentary Feature,63rd Academy Awards,American Dream,1991,,https://www.imdb.com/name/nm0004453,https://en.wikipedia.org/wiki/Arthur_Cohn,nm0004453,tt0099028,https://www.imdb.com/title/tt0099028/
550,Dave Grusin,1934-06-26,Littleton,United States of America,Best Original Score,61st Academy Awards,The Milagro Beanfield War,1988,,https://www.imdb.com/name/nm0006115,https://en.wikipedia.org/wiki/Dave_Grusin,nm0006115,tt0095638,https://www.imdb.com/title/tt0095638/
551,Maurice Jarre,1924-09-13,Lyon,France,Best Original Score,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0056172,https://www.imdb.com/title/tt0056172/
552,Maurice Jarre,1924-09-13,Lyon,France,Best Original Score,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0056172,https://www.imdb.com/title/tt0056172/
553,Maurice Jarre,1924-09-13,Lyon,France,Best Original Score,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0056172,https://www.imdb.com/title/tt0056172/
554,Anne V. Coates,1925-12-12,Reigate,United Kingdom,Best Film Editing,35th Academy Awards,Lawrence of Arabia,1962,,https://www.imdb.com/name/nm0167613,https://en.wikipedia.org/wiki/Anne_V._Coates,nm0167613,tt0056172,https://www.imdb.com/title/tt0056172/
555,Anne V. Coates,1925-12-12,Reigate,United Kingdom,Best Film Editing,35th Academy Awards,Lawrence of Arabia,1962,,https://www.imdb.com/name/nm0167613,https://en.wikipedia.org/wiki/Anne_V._Coates,nm0167613,tt0056172,https://www.imdb.com/title/tt0056172/
556,Anne V. Coates,1925-12-12,Reigate,United Kingdom,Best Film Editing,35th Academy Awards,Lawrence of Arabia,1962,,https://www.imdb.com/name/nm0167613,https://en.wikipedia.org/wiki/Anne_V._Coates,nm0167613,tt0056172,https://www.imdb.com/title/tt0056172/
557,David Lean,1908-03-25,Croydon,United Kingdom,Best Director,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0056172,https://www.imdb.com/title/tt0056172/
558,David Lean,1908-03-25,Croydon,United Kingdom,Best Director,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0056172,https://www.imdb.com/title/tt0056172/
559,David Lean,1908-03-25,Croydon,United Kingdom,Best Director,35th Academy Awards,Lawrence of Arabia,1962,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0056172,https://www.imdb.com/title/tt0056172/
560,Alan Arkin,1934-03-26,New York City,United States of America,Best Supporting Actor,79th Academy Awards,Little Miss Sunshine,2006,https://www.nndb.com/people/777/000022711,https://www.imdb.com/name/nm0000273,https://en.wikipedia.org/wiki/Alan_Arkin,nm0000273,tt0449059,https://www.imdb.com/title/tt0449059/
561,Alan Arkin,1934-03-26,New York City,United States of America,Best Supporting Actor,79th Academy Awards,Little Miss Sunshine,2006,https://www.nndb.com/people/777/000022711,https://www.imdb.com/name/nm0000273,https://en.wikipedia.org/wiki/Alan_Arkin,nm0000273,tt0449059,https://www.imdb.com/title/tt0449059/
562,Michael Arndt,1970-11-22,McLean,United States of America,"Best Writing, Original Screenplay",79th Academy Awards,Little Miss Sunshine,2006,,https://www.imdb.com/name/nm1578335,https://en.wikipedia.org/wiki/Michael_Arndt,nm1578335,tt0449059,https://www.imdb.com/title/tt0449059/
563,Michael Arndt,1970-11-22,McLean,United States of America,"Best Writing, Original Screenplay",79th Academy Awards,Little Miss Sunshine,2006,,https://www.imdb.com/name/nm1578335,https://en.wikipedia.org/wiki/Michael_Arndt,nm1578335,tt0449059,https://www.imdb.com/title/tt0449059/
564,Max Steiner,1888-05-10,Vienna,Austria,Best Original Dramatic or Comedy Score,15th Academy Awards,"Now, Voyager",1942,https://www.nndb.com/people/433/000205815,https://www.imdb.com/name/nm0000070,https://en.wikipedia.org/wiki/Max_Steiner,nm0000070,tt0035140,https://www.imdb.com/title/tt0035140/
565,Kevin Spacey,1959-07-26,South Orange,United States of America,Best Supporting Actor,68th Academy Awards,The Usual Suspects,1995,https://www.nndb.com/people/591/000023522,https://www.imdb.com/name/nm0000228,https://en.wikipedia.org/wiki/Kevin_Spacey,nm0000228,tt0114814,https://www.imdb.com/title/tt0114814/
566,Rachel Weisz,1970-03-07,Westminster,United Kingdom,Best Supporting Actress,78th Academy Awards,The Constant Gardener,2005,https://www.nndb.com/people/309/000032213,https://www.imdb.com/name/nm0001838,https://en.wikipedia.org/wiki/Rachel_Weisz,nm0001838,tt0387131,https://www.imdb.com/title/tt0387131/
567,Charles G. Booth,1896-02-12,Prestwich,United Kingdom,Best Story,18th Academy Awards,The House on 92nd Street,1945,,https://www.imdb.com/name/nm0095660,https://en.wikipedia.org/wiki/Charles_G._Booth,nm0095660,tt0037795,https://www.imdb.com/title/tt0037795/
568,Paul Lukas,1894-05-26,Budapest,Hungary,Best Actor,16th Academy Awards,Watch on the Rhine,1944,https://www.nndb.com/people/713/000042587,https://www.imdb.com/name/nm0510134,https://en.wikipedia.org/wiki/Paul_Lukas,nm0510134,tt0036515,https://www.imdb.com/title/tt0036515/
569,Paul Lukas,1894-05-26,Budapest,Hungary,Best Actor,16th Academy Awards,Watch on the Rhine,1944,https://www.nndb.com/people/713/000042587,https://www.imdb.com/name/nm0510134,https://en.wikipedia.org/wiki/Paul_Lukas,nm0510134,tt0036515,https://www.imdb.com/title/tt0036515/
570,Paul Lukas,1891-05-26,Budapest,Hungary,Best Actor,16th Academy Awards,Watch on the Rhine,1944,https://www.nndb.com/people/713/000042587,https://www.imdb.com/name/nm0510134,https://en.wikipedia.org/wiki/Paul_Lukas,nm0510134,tt0036515,https://www.imdb.com/title/tt0036515/
571,Paul Lukas,1891-05-26,Budapest,Hungary,Best Actor,16th Academy Awards,Watch on the Rhine,1944,https://www.nndb.com/people/713/000042587,https://www.imdb.com/name/nm0510134,https://en.wikipedia.org/wiki/Paul_Lukas,nm0510134,tt0036515,https://www.imdb.com/title/tt0036515/
572,Jennifer Lawrence,1990-08-15,Indian Hills,United States of America,Best Actress,85th Academy Awards,Silver Linings Playbook,2012,https://www.nndb.com/people/597/000272778,https://www.imdb.com/name/nm2225369,https://en.wikipedia.org/wiki/Jennifer_Lawrence,nm2225369,tt1045658,https://www.imdb.com/title/tt1045658/
573,Helen Hayes,1900-10-10,"Washington, D.C.",United States of America,Best Actress,5th Academy Awards,The Sin of Madelon Claudet,1931,https://www.nndb.com/people/908/000031815,https://www.imdb.com/name/nm0371040,https://en.wikipedia.org/wiki/Helen_Hayes,nm0371040,tt0022386,https://www.imdb.com/title/tt0022386/
574,Adam Elliot,1972-01-02,Berwick,Australia,Best Animated Short Film,76th Academy Awards,Harvie Krumpet,2004,,https://www.imdb.com/name/nm0254178,https://en.wikipedia.org/wiki/Adam_Elliot,nm0254178,tt0382734,https://www.imdb.com/title/tt0382734/
575,Eiko Ishioka,1938-07-12,Tokyo,Japan,Best Costume Design,65th Academy Awards,Bram Stoker's Dracula,1993,,https://www.imdb.com/name/nm0411130,https://en.wikipedia.org/wiki/Eiko_Ishioka,nm0411130,tt0103874,https://www.imdb.com/title/tt0103874/
576,Spencer Tracy,1900-04-05,Milwaukee,United States of America,Best Actor,10th Academy Awards,Captains Courageous,1937,https://www.nndb.com/people/979/000024907,https://www.imdb.com/name/nm0000075,https://en.wikipedia.org/wiki/Spencer_Tracy,nm0000075,tt0028691,https://www.imdb.com/title/tt0028691/
577,Bette Davis,1908-04-05,Lowell,United States of America,Best Actress,8th Academy Awards,Dangerous,1935,https://www.nndb.com/people/457/000026379,https://www.imdb.com/name/nm0000012,https://en.wikipedia.org/wiki/Bette_Davis,nm0000012,tt0025846,https://www.imdb.com/title/tt0025846/
578,Katina Paxinou,1900-12-17,Piraeus,Greece,Best Supporting Actress,16th Academy Awards,For Whom the Bell Tolls,1943,https://www.nndb.com/people/080/000063888,https://www.imdb.com/name/nm0668093,https://en.wikipedia.org/wiki/Katina_Paxinou,nm0668093,tt0035896,https://www.imdb.com/title/tt0035896/
579,Lee Marvin,1924-02-19,New York City,United States of America,Best Actor,38th Academy Awards,Cat Ballou,1965,https://www.nndb.com/people/314/000026236,https://www.imdb.com/name/nm0001511,https://en.wikipedia.org/wiki/Lee_Marvin,nm0001511,tt0059017,https://www.imdb.com/title/tt0059017/
580,Trent Reznor,1965-05-17,New Castle,United States of America,Best Original Score,83rd Academy Awards,The Social Network,2011,https://www.nndb.com/people/534/000025459,https://www.imdb.com/name/nm0722153,https://en.wikipedia.org/wiki/Trent_Reznor,nm0722153,tt1285016,https://www.imdb.com/title/tt1285016/
581,Ron Howard,1954-03-01,Duncan,United States of America,Best Picture,74th Academy Awards,A Beautiful Mind,2001,https://www.nndb.com/people/365/000025290,https://www.imdb.com/name/nm0000165,https://en.wikipedia.org/wiki/Ron_Howard,nm0000165,tt0268978,https://www.imdb.com/title/tt0268978/
582,Ben Johnson,1918-06-13,Foraker,United States of America,Best Supporting Actor,44th Academy Awards,The Last Picture Show,1971,https://www.nndb.com/people/425/000064233,https://www.imdb.com/name/nm0424565,https://en.wikipedia.org/wiki/Ben_Johnson_(actor),nm0424565,tt0067328,https://www.imdb.com/title/tt0067328/
583,Sean Connery,1930-08-25,Edinburgh,United Kingdom,Best Supporting Actor,60th Academy Awards,The Untouchables,1988,https://www.nndb.com/people/881/000022815,https://www.imdb.com/name/nm0000125,https://en.wikipedia.org/wiki/Sean_Connery,nm0000125,tt0094226,https://www.imdb.com/title/tt0094226/
584,John Houseman,1902-09-22,Bucharest,Romania,Best Supporting Actor,46th Academy Awards,The Paper Chase,1973,https://www.nndb.com/people/686/000042560,https://www.imdb.com/name/nm0002144,https://en.wikipedia.org/wiki/John_Houseman,nm0002144,tt0070509,https://www.imdb.com/title/tt0070509/
585,Louis Gossett,1936-05-27,Brooklyn,United States of America,Best Supporting Actor,55th Academy Awards,An Officer and a Gentleman,1982,https://www.nndb.com/people/906/000023837,https://www.imdb.com/name/nm0001283,https://en.wikipedia.org/wiki/Louis_Gossett_Jr.,nm0001283,tt0084434,https://www.imdb.com/title/tt0084434/
586,Janusz Kamiński,1959-06-27,Ziębice,Poland,Best Cinematography,71st Academy Awards,Saving Private Ryan,1998,,https://www.imdb.com/name/nm0001405,https://en.wikipedia.org/wiki/Janusz_Kami%C5%84ski,nm0001405,tt0120815,https://www.imdb.com/title/tt0120815/
587,Janusz Kamiński,1959-06-27,Ziębice,Poland,Best Cinematography,71st Academy Awards,Saving Private Ryan,1998,,https://www.imdb.com/name/nm0001405,https://en.wikipedia.org/wiki/Janusz_Kami%C5%84ski,nm0001405,tt0120815,https://www.imdb.com/title/tt0120815/
588,Steven Spielberg,1946-12-18,Cincinnati,United States of America,Best Director,71st Academy Awards,Saving Private Ryan,1998,https://www.nndb.com/people/734/000022668,https://www.imdb.com/name/nm0000229,https://en.wikipedia.org/wiki/Steven_Spielberg,nm0000229,tt0120815,https://www.imdb.com/title/tt0120815/
589,Steven Spielberg,1946-12-18,Cincinnati,United States of America,Best Director,71st Academy Awards,Saving Private Ryan,1998,https://www.nndb.com/people/734/000022668,https://www.imdb.com/name/nm0000229,https://en.wikipedia.org/wiki/Steven_Spielberg,nm0000229,tt0120815,https://www.imdb.com/title/tt0120815/
590,Angus Wall,1967-03-15,,,Best Film Editing,84th Academy Awards,The Girl with the Dragon Tattoo,2011,,https://www.imdb.com/name/nm0908370,https://en.wikipedia.org/wiki/Angus_Wall,nm0908370,tt1132620,https://www.imdb.com/title/tt1132620/
591,Alexandre Trauner,1906-08-03,Budapest,Hungary,"Best Art Direction, Black and White",33rd Academy Awards,The Apartment,1960,,https://www.imdb.com/name/nm0871202,https://en.wikipedia.org/wiki/Alexandre_Trauner,nm0871202,tt0053604,https://www.imdb.com/title/tt0053604/
592,Michael Kahn,1935-12-08,New York City,United States of America,Best Film Editing,66th Academy Awards,Schindler's List,1994,,https://www.imdb.com/name/nm0434883,https://en.wikipedia.org/wiki/Michael_Kahn_(film_editor),nm0434883,tt0108052,https://www.imdb.com/title/tt0108052/
593,Maurice Jarre,1924-09-13,Lyon,France,Best Original Score,57th Academy Awards,A Passage to India,1984,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0087892,https://www.imdb.com/title/tt0087892/
594,Maurice Jarre,1924-09-13,Lyon,France,Best Original Score,38th Academy Awards,Doctor Zhivago,1965,https://www.nndb.com/people/853/000062667,https://www.imdb.com/name/nm0003574,https://en.wikipedia.org/wiki/Maurice_Jarre,nm0003574,tt0059113,https://www.imdb.com/title/tt0059113/
595,Renée Zellweger,1969-04-25,Katy,United States of America,Best Supporting Actress,76th Academy Awards,Cold Mountain,2004,https://www.nndb.com/people/708/000024636,https://www.imdb.com/name/nm0000250,https://en.wikipedia.org/wiki/Ren%C3%A9e_Zellweger,nm0000250,tt0159365,https://www.imdb.com/title/tt0159365/
596,Julie Andrews,1935-10-01,Walton-on-Thames,United Kingdom,Best Actress,37th Academy Awards,Mary Poppins,1964,https://www.nndb.com/people/874/000023805,https://www.imdb.com/name/nm0000267,https://en.wikipedia.org/wiki/Julie_Andrews,nm0000267,tt0058331,https://www.imdb.com/title/tt0058331/
597,Alejandro González Iñárritu,1963-08-15,Mexico City,Mexico,Best Director,88th Academy Awards,The Revenant,2016,,https://www.imdb.com/name/nm0327944,https://en.wikipedia.org/wiki/Alejandro_Gonz%C3%A1lez_I%C3%B1%C3%A1rritu,nm0327944,tt1663202,https://www.imdb.com/title/tt1663202/
598,Alejandro González Iñárritu,1963-08-15,Mexico City,Mexico,Best Director,88th Academy Awards,The Revenant,2016,,https://www.imdb.com/name/nm0327944,https://en.wikipedia.org/wiki/Alejandro_Gonz%C3%A1lez_I%C3%B1%C3%A1rritu,nm0327944,tt1663202,https://www.imdb.com/title/tt1663202/
599,Leonardo DiCaprio,1974-11-11,Hollywood,United States of America,Best Actor,88th Academy Awards,The Revenant,2016,https://www.nndb.com/people/581/000023512,https://www.imdb.com/name/nm0000138,https://en.wikipedia.org/wiki/Leonardo_DiCaprio,nm0000138,tt1663202,https://www.imdb.com/title/tt1663202/
600,Leonardo DiCaprio,1974-11-11,Hollywood,United States of America,Best Actor,88th Academy Awards,The Revenant,2016,https://www.nndb.com/people/581/000023512,https://www.imdb.com/name/nm0000138,https://en.wikipedia.org/wiki/Leonardo_DiCaprio,nm0000138,tt1663202,https://www.imdb.com/title/tt1663202/
601,Miloš Forman,1932-02-18,Čáslav,Czech Republic,Best Director,57th Academy Awards,Amadeus,1984,https://www.nndb.com/people/622/000023553,https://www.imdb.com/name/nm0001232,https://en.wikipedia.org/wiki/Milo%C5%A1_Forman,nm0001232,tt0086879,https://www.imdb.com/title/tt0086879/
602,Miloš Forman,1932-02-18,Čáslav,Czech Republic,Best Director,57th Academy Awards,Amadeus,1984,https://www.nndb.com/people/622/000023553,https://www.imdb.com/name/nm0001232,https://en.wikipedia.org/wiki/Milo%C5%A1_Forman,nm0001232,tt0086879,https://www.imdb.com/title/tt0086879/
603,Chris Newman,1940-02-17,New York City,United States of America,Best Sound Mixing,57th Academy Awards,Amadeus,1984,,https://www.imdb.com/name/nm0628039,https://en.wikipedia.org/wiki/Chris_Newman_(sound_engineer),nm0628039,tt0086879,https://www.imdb.com/title/tt0086879/
604,Chris Newman,1940-02-17,New York City,United States of America,Best Sound Mixing,57th Academy Awards,Amadeus,1984,,https://www.imdb.com/name/nm0628039,https://en.wikipedia.org/wiki/Chris_Newman_(sound_engineer),nm0628039,tt0086879,https://www.imdb.com/title/tt0086879/
605,Charles L. Campbell,1930-08-17,,,Best Sound Editing,61st Academy Awards,Who Framed Roger Rabbit,1988,,https://www.imdb.com/name/nm0132287,https://en.wikipedia.org/wiki/Charles_L._Campbell,nm0132287,tt0096438,https://www.imdb.com/title/tt0096438/
606,Chris Newman,1940-02-17,New York City,United States of America,Best Sound Mixing,46th Academy Awards,The Exorcist,1973,,https://www.imdb.com/name/nm0628039,https://en.wikipedia.org/wiki/Chris_Newman_(sound_engineer),nm0628039,tt0070047,https://www.imdb.com/title/tt0070047/
607,Ernest Laszlo,1898-04-23,Budapest,Hungary,"Best Cinematography, Black-and-White",38th Academy Awards,Ship of Fools,1965,,https://www.imdb.com/name/nm0005768,https://en.wikipedia.org/wiki/Ernest_Laszlo,nm0005768,tt0059712,https://www.imdb.com/title/tt0059712/
608,Sharmeen Obaid-Chinoy,1978-11-12,Karachi,Pakistan,Best Documentary (Short Subject),84th Academy Awards,Saving Face,2011,,https://www.imdb.com/name/nm1581464,https://en.wikipedia.org/wiki/Sharmeen_Obaid-Chinoy,nm1581464,tt6659444,https://www.imdb.com/title/tt6659444/
609,Jessica Lange,1949-04-20,Cloquet,United States of America,Best Supporting Actress,55th Academy Awards,Tootsie,1982,https://www.nndb.com/people/004/000022935,https://www.imdb.com/name/nm0001448,https://en.wikipedia.org/wiki/Jessica_Lange,nm0001448,tt0084805,https://www.imdb.com/title/tt0084805/
610,Nicole Kidman,1967-06-20,Honolulu,United States of America,Best Actress,75th Academy Awards,The Hours,2002,https://www.nndb.com/people/917/000022851,https://www.imdb.com/name/nm0000173,https://en.wikipedia.org/wiki/Nicole_Kidman,nm0000173,tt0274558,https://www.imdb.com/title/tt0274558/
611,Joaquin Phoenix,1974-10-28,San Juan,United States of America,Best Actor,92nd Academy Awards,Joker,2020,https://www.nndb.com/people/898/000025823,https://www.imdb.com/name/nm0001618,https://en.wikipedia.org/wiki/Joaquin_Phoenix,nm0001618,tt7286456,https://www.imdb.com/title/tt7286456/
612,Sally Field,1946-11-06,Pasadena,United States of America,Best Actress,57th Academy Awards,Places in the Heart,1984,https://www.nndb.com/people/897/000022831,https://www.imdb.com/name/nm0000398,https://en.wikipedia.org/wiki/Sally_Field,nm0000398,tt0087921,https://www.imdb.com/title/tt0087921/
613,Julia Roberts,1967-10-28,Smyrna,United States of America,Best Actress,73rd Academy Awards,Erin Brockovich,2001,https://www.nndb.com/people/592/000022526,https://www.imdb.com/name/nm0000210,https://en.wikipedia.org/wiki/Julia_Roberts,nm0000210,tt0195685,https://www.imdb.com/title/tt0195685/
614,Clark Gable,1901-02-01,Cadiz,United States of America,Best Actor,7th Academy Awards,It Happened One Night,1934,https://www.nndb.com/people/156/000027075,https://www.imdb.com/name/nm0000022,https://en.wikipedia.org/wiki/Clark_Gable,nm0000022,tt0025316,https://www.imdb.com/title/tt0025316/
